Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	C_1_1 Spectral Count	C_1_2 Spectral Count	C_1_3 Spectral Count	C_1_4 Spectral Count	C_1_5 Spectral Count	C_1_6 Spectral Count	C_1_7 Spectral Count	C_1_8 Spectral Count	C_2_1 Spectral Count	C_2_2 Spectral Count	C_2_3 Spectral Count	C_2_4 Spectral Count	C_2_5 Spectral Count	C_2_6 Spectral Count	C_2_7 Spectral Count	C_2_8 Spectral Count	T_1_1 Spectral Count	T_1_2 Spectral Count	T_1_3 Spectral Count	T_1_4 Spectral Count	T_1_5 Spectral Count	T_1_6 Spectral Count	T_1_7 Spectral Count	T_1_8 Spectral Count	T_2_1 Spectral Count	T_2_2 Spectral Count	T_2_3 Spectral Count	T_2_4 Spectral Count	T_2_5 Spectral Count	T_2_6 Spectral Count	T_2_7 Spectral Count	T_2_8 Spectral Count	T_3_1 Spectral Count	T_3_2 Spectral Count	T_3_3 Spectral Count	T_3_4 Spectral Count	T_3_5 Spectral Count	T_3_6 Spectral Count	T_3_7 Spectral Count	T_3_8 Spectral Count	C_1_1 Unique Spectral Count	C_1_2 Unique Spectral Count	C_1_3 Unique Spectral Count	C_1_4 Unique Spectral Count	C_1_5 Unique Spectral Count	C_1_6 Unique Spectral Count	C_1_7 Unique Spectral Count	C_1_8 Unique Spectral Count	C_2_1 Unique Spectral Count	C_2_2 Unique Spectral Count	C_2_3 Unique Spectral Count	C_2_4 Unique Spectral Count	C_2_5 Unique Spectral Count	C_2_6 Unique Spectral Count	C_2_7 Unique Spectral Count	C_2_8 Unique Spectral Count	T_1_1 Unique Spectral Count	T_1_2 Unique Spectral Count	T_1_3 Unique Spectral Count	T_1_4 Unique Spectral Count	T_1_5 Unique Spectral Count	T_1_6 Unique Spectral Count	T_1_7 Unique Spectral Count	T_1_8 Unique Spectral Count	T_2_1 Unique Spectral Count	T_2_2 Unique Spectral Count	T_2_3 Unique Spectral Count	T_2_4 Unique Spectral Count	T_2_5 Unique Spectral Count	T_2_6 Unique Spectral Count	T_2_7 Unique Spectral Count	T_2_8 Unique Spectral Count	T_3_1 Unique Spectral Count	T_3_2 Unique Spectral Count	T_3_3 Unique Spectral Count	T_3_4 Unique Spectral Count	T_3_5 Unique Spectral Count	T_3_6 Unique Spectral Count	T_3_7 Unique Spectral Count	T_3_8 Unique Spectral Count	C_1_1 Total Spectral Count	C_1_2 Total Spectral Count	C_1_3 Total Spectral Count	C_1_4 Total Spectral Count	C_1_5 Total Spectral Count	C_1_6 Total Spectral Count	C_1_7 Total Spectral Count	C_1_8 Total Spectral Count	C_2_1 Total Spectral Count	C_2_2 Total Spectral Count	C_2_3 Total Spectral Count	C_2_4 Total Spectral Count	C_2_5 Total Spectral Count	C_2_6 Total Spectral Count	C_2_7 Total Spectral Count	C_2_8 Total Spectral Count	T_1_1 Total Spectral Count	T_1_2 Total Spectral Count	T_1_3 Total Spectral Count	T_1_4 Total Spectral Count	T_1_5 Total Spectral Count	T_1_6 Total Spectral Count	T_1_7 Total Spectral Count	T_1_8 Total Spectral Count	T_2_1 Total Spectral Count	T_2_2 Total Spectral Count	T_2_3 Total Spectral Count	T_2_4 Total Spectral Count	T_2_5 Total Spectral Count	T_2_6 Total Spectral Count	T_2_7 Total Spectral Count	T_2_8 Total Spectral Count	T_3_1 Total Spectral Count	T_3_2 Total Spectral Count	T_3_3 Total Spectral Count	T_3_4 Total Spectral Count	T_3_5 Total Spectral Count	T_3_6 Total Spectral Count	T_3_7 Total Spectral Count	T_3_8 Total Spectral Count	C_1_1 Intensity	C_1_2 Intensity	C_1_3 Intensity	C_1_4 Intensity	C_1_5 Intensity	C_1_6 Intensity	C_1_7 Intensity	C_1_8 Intensity	C_2_1 Intensity	C_2_2 Intensity	C_2_3 Intensity	C_2_4 Intensity	C_2_5 Intensity	C_2_6 Intensity	C_2_7 Intensity	C_2_8 Intensity	T_1_1 Intensity	T_1_2 Intensity	T_1_3 Intensity	T_1_4 Intensity	T_1_5 Intensity	T_1_6 Intensity	T_1_7 Intensity	T_1_8 Intensity	T_2_1 Intensity	T_2_2 Intensity	T_2_3 Intensity	T_2_4 Intensity	T_2_5 Intensity	T_2_6 Intensity	T_2_7 Intensity	T_2_8 Intensity	T_3_1 Intensity	T_3_2 Intensity	T_3_3 Intensity	T_3_4 Intensity	T_3_5 Intensity	T_3_6 Intensity	T_3_7 Intensity	T_3_8 Intensity	C_1_1 MaxLFQ Intensity	C_1_2 MaxLFQ Intensity	C_1_3 MaxLFQ Intensity	C_1_4 MaxLFQ Intensity	C_1_5 MaxLFQ Intensity	C_1_6 MaxLFQ Intensity	C_1_7 MaxLFQ Intensity	C_1_8 MaxLFQ Intensity	C_2_1 MaxLFQ Intensity	C_2_2 MaxLFQ Intensity	C_2_3 MaxLFQ Intensity	C_2_4 MaxLFQ Intensity	C_2_5 MaxLFQ Intensity	C_2_6 MaxLFQ Intensity	C_2_7 MaxLFQ Intensity	C_2_8 MaxLFQ Intensity	T_1_1 MaxLFQ Intensity	T_1_2 MaxLFQ Intensity	T_1_3 MaxLFQ Intensity	T_1_4 MaxLFQ Intensity	T_1_5 MaxLFQ Intensity	T_1_6 MaxLFQ Intensity	T_1_7 MaxLFQ Intensity	T_1_8 MaxLFQ Intensity	T_2_1 MaxLFQ Intensity	T_2_2 MaxLFQ Intensity	T_2_3 MaxLFQ Intensity	T_2_4 MaxLFQ Intensity	T_2_5 MaxLFQ Intensity	T_2_6 MaxLFQ Intensity	T_2_7 MaxLFQ Intensity	T_2_8 MaxLFQ Intensity	T_3_1 MaxLFQ Intensity	T_3_2 MaxLFQ Intensity	T_3_3 MaxLFQ Intensity	T_3_4 MaxLFQ Intensity	T_3_5 MaxLFQ Intensity	T_3_6 MaxLFQ Intensity	T_3_7 MaxLFQ Intensity	T_3_8 MaxLFQ Intensity	Indistinguishable Proteins
sp|P28904|TREC_ECOLI	P28904	TREC_ECOLI	treC	551	Escherichia coli (strain K12) OX=83333	1:Experimental evidence at protein level	Trehalose-6-phosphate hydrolase	1.0	0.999	6	44	44	44	5	5	2	0	0	0	0	0	4	5	0	0	0	0	0	0	6	1	2	0	0	0	0	0	5	3	1	0	0	0	0	0	4	1	0	0	0	0	0	0	5	5	2	0	0	0	0	0	4	5	0	0	0	0	0	0	6	1	2	0	0	0	0	0	5	3	1	0	0	0	0	0	4	1	0	0	0	0	0	0	5	5	2	0	0	0	0	0	4	5	0	0	0	0	0	0	6	1	2	0	0	0	0	0	5	3	1	0	0	0	0	0	4	1	0	0	0	0	0	0	3.03000672E8	2.24352832E8	4.4579824E7	0.0	0.0	0.0	0.0	0.0	3.17273568E8	1.76437312E8	0.0	0.0	0.0	0.0	0.0	0.0	1.6724768E8	5263948.0	5.3345136E7	0.0	0.0	0.0	0.0	0.0	2.48494512E8	9.4167288E7	7383429.0	0.0	0.0	0.0	0.0	0.0	7.4384368E7	3.8382776E7	0.0	0.0	0.0	0.0	0.0	0.0	8.1442744E7	1.0981604E8	3.0872214E7	0.0	0.0	0.0	0.0	0.0	1.48044832E8	1.06323648E8	0.0	0.0	0.0	0.0	0.0	0.0	7.7743296E7	5180080.0	5.2495212E7	0.0	0.0	0.0	0.0	0.0	9.487596E7	6.7837952E7	1.893055E7	0.0	0.0	0.0	0.0	0.0	4.4746448E7	3.777124E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P29012|ALR2_ECOLI	P29012	ALR2_ECOLI	dadX	356	Escherichia coli (strain K12) OX=83333	2:Experimental evidence at transcript level	Alanine racemase, catabolic	0.94	0.999	1	8	8	8	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5717433E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1931808E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7572685.5	0.0	0.0	0.0	0.0	0.0	0.0	1.732501E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5717433E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1931808E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7572685.5	0.0	0.0	0.0	0.0	0.0	0.0	1.732501E7	0.0	0.0	0.0	0.0	0.0	
sp|P29217|YCEH_ECOLI	P29217	YCEH_ECOLI	yceH	215	Escherichia coli (strain K12) OX=83333	1:Experimental evidence at protein level	UPF0502 protein YceH	0.94	0.999	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.054872E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P29680|DCUP_ECOLI	P29680	DCUP_ECOLI	hemE	354	Escherichia coli (strain K12) OX=83333	3:Protein inferred from homology	Uroporphyrinogen decarboxylase	1.0	0.999	3	12	12	12	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	4.1911212E7	7.1653768E7	2.324779E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.416847E7	0.0	3.271806E7	0.0	0.0	0.0	4.8847992E7	2.8806436E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2514136E7	0.0	3.879972E7	0.0	0.0	0.0	3.9955124E7	3.6328752E7	2.2162764E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.617276E7	0.0	3.271806E7	0.0	0.0	0.0	5.2898956E7	2.7461976E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5210532E7	0.0	3.879972E7	0.0	0.0	0.0	
sp|P29745|PEPT_ECOLI	P29745	PEPT_ECOLI	pepT	408	Escherichia coli (strain K12) OX=83333	1:Experimental evidence at protein level	Peptidase T	1.0	0.999	8	102	102	102	2	3	4	6	3	0	0	0	2	5	4	5	2	0	0	0	5	0	2	5	5	0	0	0	4	5	5	8	1	0	0	0	4	7	3	7	5	0	0	0	2	3	4	6	3	0	0	0	2	5	4	5	2	0	0	0	5	0	2	5	5	0	0	0	4	5	5	8	1	0	0	0	4	7	3	7	5	0	0	0	2	3	4	6	3	0	0	0	2	5	4	5	2	0	0	0	5	0	2	5	5	0	0	0	4	5	5	8	1	0	0	0	4	7	3	7	5	0	0	0	4.7170312E7	1.31250376E8	1.05070128E8	3.07096416E8	6.396132E7	0.0	0.0	0.0	2.23953344E8	2.39897856E8	2.5907568E8	1.86611584E8	1.3707258E7	0.0	0.0	0.0	8.7697232E7	0.0	1.00483936E8	1.22305296E8	7.8994264E7	0.0	0.0	0.0	1.70342176E8	1.52199872E8	2.56138128E8	2.23093408E8	2.6810292E7	0.0	0.0	0.0	1.25438208E8	1.51469632E8	2.06141024E8	3.51534848E8	1.38298272E8	0.0	0.0	0.0	8.2381E7	1.47688464E8	7.3361688E7	1.00971208E8	8245925.5	0.0	0.0	0.0	1.15680456E8	1.09264448E8	1.39977968E8	1.76098944E8	7239983.0	0.0	0.0	0.0	6.2281648E7	0.0	9.3699144E7	7.3593704E7	3.7802084E7	0.0	0.0	0.0	9.2642296E7	9.331808E7	1.02270704E8	8.746428E7	2.306731E7	0.0	0.0	0.0	4.9165584E7	5.9894416E7	1.37725744E8	1.16640376E8	3.917736E7	0.0	0.0	0.0	
sp|P30011|NADC_ECOLI	P30011	NADC_ECOLI	nadC	297	Escherichia coli (strain K12) OX=83333	1:Experimental evidence at protein level	Nicotinate-nucleotide pyrophosphorylase [carboxylating]	0.94	0.9964	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7702296E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.534836E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7702296E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.534836E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P30177|YBIB_ECOLI	P30177	YBIB_ECOLI	ybiB	320	Escherichia coli (strain K12) OX=83333	1:Experimental evidence at protein level	Uncharacterized protein YbiB	1.0	0.999	9	113	113	113	5	6	5	5	2	0	0	0	10	5	6	9	0	0	0	0	4	1	7	5	2	0	0	0	5	5	2	6	1	0	0	0	3	6	4	5	4	0	0	0	5	6	5	5	2	0	0	0	10	5	6	9	0	0	0	0	4	1	7	5	2	0	0	0	5	5	2	6	1	0	0	0	3	6	4	5	4	0	0	0	5	6	5	5	2	0	0	0	10	5	6	9	0	0	0	0	4	1	7	5	2	0	0	0	5	5	2	6	1	0	0	0	3	6	4	5	4	0	0	0	4.39764928E8	6.4450854E8	4.52017632E8	4.60984064E8	8137659.5	0.0	0.0	0.0	1.09224141E9	5.15704512E8	8.046928E8	7.6122957E8	0.0	0.0	0.0	0.0	3.85303008E8	6157893.5	4.81979776E8	1.8700992E8	2.1076506E7	0.0	0.0	0.0	4.99783456E8	4.83580448E8	3.56445824E8	3.91868512E8	1.3040673E7	0.0	0.0	0.0	9.3079568E7	2.35449328E8	2.61684768E8	3.01726592E8	8.176312E7	0.0	0.0	0.0	1.31534368E8	1.67426288E8	1.48984416E8	1.42285776E8	7356675.5	0.0	0.0	0.0	1.73895648E8	1.88415248E8	2.09268992E8	1.82872656E8	0.0	0.0	0.0	0.0	1.11731216E8	0.0	2.03891952E8	1.16692128E8	4.8166072E7	0.0	0.0	0.0	1.49088352E8	1.47069664E8	1.57343792E8	9.1168064E7	2.9801808E7	0.0	0.0	0.0	6.0449124E7	1.04838112E8	1.38825104E8	1.24453464E8	3.832052E7	0.0	0.0	0.0	
sp|P30178|HCXB_ECOLI	P30178	HCXB_ECOLI	hcxB	361	Escherichia coli (strain K12) OX=83333	1:Experimental evidence at protein level	Hydroxycarboxylate dehydrogenase B	1.0	0.999	2	6	6	6	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0.0	3.23530688E8	1.33863232E9	0.0	0.0	0.0	0.0	5.0395188E7	0.0	1.29611366E9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2185783E9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2745225E9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33863232E9	0.0	0.0	0.0	0.0	0.0	0.0	1.29611366E9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2185783E9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2745225E9	0.0	0.0	0.0	0.0	
sp|P30748|MOAD_ECOLI	P30748	MOAD_ECOLI	moaD	81	Escherichia coli (strain K12) OX=83333	1:Experimental evidence at protein level	Molybdopterin synthase sulfur carrier subunit	1.0	0.999	2	17	17	17	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	1	1	3	0	0	0	0	1	0	1	1	2	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	1	1	3	0	0	0	0	1	0	1	1	2	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	1	1	3	0	0	0	0	1	0	1	1	2	0	0	0	0.0	0.0	0.0	1.29739366E9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.4078008E7	0.0	0.0	0.0	7091661.0	0.0	0.0	0.0	5.1039552E7	0.0	5.6028915E8	1.8796873E9	0.0	0.0	0.0	0.0	0.0	0.0	1.71385958E9	0.0	4.12425568E8	0.0	0.0	0.0	0.0	0.0	0.0	2.14282496E9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05833688E8	0.0	0.0	0.0	1.1712859E7	0.0	0.0	0.0	8.429888E7	0.0	9.2539501E8	4.31311168E8	0.0	0.0	0.0	0.0	0.0	0.0	2.83067597E9	0.0	6.8306408E7	0.0	0.0	0.0	
sp|P30749|MOAE_ECOLI	P30749	MOAE_ECOLI	moaE	150	Escherichia coli (strain K12) OX=83333	1:Experimental evidence at protein level	Molybdopterin synthase catalytic subunit	1.0	0.999	2	9	9	9	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0.0	0.0	6.106706E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.6812272E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5006848E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5130428E7	3.8243744E7	0.0	0.0	0.0	0.0	0.0	0.0	6.106706E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.6812272E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5006848E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5130428E7	3.8243744E7	0.0	0.0	0.0	0.0	
sp|P30850|RNB_ECOLI	P30850	RNB_ECOLI	rnb	644	Escherichia coli (strain K12) OX=83333	1:Experimental evidence at protein level	Exoribonuclease 2	1.0	0.999	5	10	10	10	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0057448E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.61941136E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.6045176E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.1709472E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8308084E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.5889008E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0414756E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2884984E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P30859|ARTI_ECOLI	P30859	ARTI_ECOLI	artI	243	Escherichia coli (strain K12) OX=83333	1:Experimental evidence at protein level	Putative ABC transporter arginine-binding protein 2	1.0	0.999	13	262	262	262	15	9	10	8	11	0	1	1	16	10	6	19	9	0	1	0	15	1	7	10	13	0	1	0	10	8	8	13	10	0	0	1	11	8	5	9	16	0	0	0	15	9	10	8	11	0	1	1	16	10	6	19	9	0	1	0	15	1	7	10	13	0	1	0	10	8	8	13	10	0	0	1	11	8	5	9	16	0	0	0	15	9	10	8	11	0	1	1	16	10	6	19	9	0	1	0	15	1	7	10	13	0	1	0	10	8	8	13	10	0	0	1	11	8	5	9	16	0	0	0	1.2835008E9	9.928793E8	6.4834976E8	8.5065427E8	3.68016576E8	0.0	0.0	3.065972E7	3.10947533E9	1.01640922E9	4.08913536E8	2.97551437E9	2.6442304E8	0.0	0.0	0.0	1.73904691E9	1.4350734E7	7.0146675E8	8.081312E8	1.02564928E9	0.0	0.0	0.0	1.29750374E9	5.7715392E8	5.16619264E8	1.04694227E9	4.087224E8	0.0	0.0	0.0	5.7128064E8	6.1939763E8	3.02975136E8	5.32303488E8	1.99093171E9	0.0	0.0	0.0	1.90670832E8	2.05965152E8	1.90430912E8	1.95364368E8	9.2100568E7	0.0	0.0	0.0	5.9791648E8	2.2044832E8	1.98754432E8	4.8832144E8	5.50045E7	0.0	0.0	0.0	3.44436448E8	3.331999E7	2.34386032E8	1.77147824E8	2.28257168E8	0.0	0.0	0.0	2.83044576E8	1.85690992E8	1.64004176E8	2.18743232E8	8.7576504E7	0.0	0.0	0.0	1.29096168E8	1.62423024E8	1.48553936E8	1.60992432E8	4.36831328E8	0.0	0.0	0.0	
sp|P30860|ARTJ_ECOLI	P30860	ARTJ_ECOLI	artJ	243	Escherichia coli (strain K12) OX=83333	1:Experimental evidence at protein level	ABC transporter arginine-binding protein 1	1.0	0.9988	3	5	5	5	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	5965193.0	0.0	0.0	0.0	4.5984476E7	0.0	0.0	3.1878804E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3230437E7	0.0	0.0	0.0	0.0	0.0	0.0	1.8694894E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5965193.0	0.0	0.0	0.0	4.5984476E7	0.0	0.0	3.1878804E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3230437E7	0.0	0.0	0.0	0.0	0.0	0.0	1.8694894E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P30864|YAFC_ECOLI	P30864	YAFC_ECOLI	yafC	304	Escherichia coli (strain K12) OX=83333	3:Protein inferred from homology	Uncharacterized HTH-type transcriptional regulator YafC	0.96	0.9953	2	3	3	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0	1.55190192E8	0.0	0.0	0.0	0.0	0.0	0.0	2.7879072E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.6801232E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.55190192E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.6801232E7	0.0	0.0	0.0	0.0	0.0	0.0	
