Protein ID,GO ID,Function,Link
P36646,GO:0015628|GO:0005886,protein secretion by the type II secretion system|plasma membrane,https://www.uniprot.org/uniprotkb/P36646
P37014,GO:1990238|GO:0006310,double-stranded DNA endonuclease activity|DNA recombination,https://www.uniprot.org/uniprotkb/P37014
P37610,GO:0006790|GO:0000908|GO:0051289|GO:0031418|GO:0008198|GO:0005737|GO:1990205|GO:0042802|GO:0019529,sulfur compound metabolic process|taurine dioxygenase activity|protein homotetramerization|L-ascorbic acid binding|ferrous iron binding|cytoplasm|taurine dioxygenase complex|identical protein binding|taurine catabolic process,https://www.uniprot.org/uniprotkb/P37610
P37614,,,https://www.uniprot.org/uniprotkb/P37614
P37682,GO:0003700|GO:0003677|GO:0006355|GO:0005829,DNA-binding transcription factor activity|DNA binding|regulation of DNA-templated transcription|cytosol,https://www.uniprot.org/uniprotkb/P37682
P38055,GO:0005886|GO:0022857,plasma membrane|transmembrane transporter activity,https://www.uniprot.org/uniprotkb/P38055
P39274,GO:0016747,"acyltransferase activity, transferring groups other than amino-acyl groups",https://www.uniprot.org/uniprotkb/P39274
P39347,GO:0075713|GO:0044826|GO:0003677|GO:0006310|GO:0015074|GO:0005829|GO:0046718,establishment of integrated proviral latency|viral genome integration into host DNA|DNA binding|DNA recombination|DNA integration|cytosol|symbiont entry into host cell,https://www.uniprot.org/uniprotkb/P39347
P39838,GO:0016774|GO:0000160|GO:0000155|GO:0005886|GO:0005524|GO:0009927,"phosphotransferase activity, carboxyl group as acceptor|phosphorelay signal transduction system|phosphorelay sensor kinase activity|plasma membrane|ATP binding|histidine phosphotransfer kinase activity",https://www.uniprot.org/uniprotkb/P39838
P43337,GO:0000287|GO:0016818|GO:0030145|GO:0009132|GO:0010945,"magnesium ion binding|hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides|manganese ion binding|nucleoside diphosphate metabolic process|coenzyme A diphosphatase activity",https://www.uniprot.org/uniprotkb/P43337
P45537,GO:0005886,plasma membrane,https://www.uniprot.org/uniprotkb/P45537
P45541,GO:0046348|GO:0016857|GO:0042802|GO:0046872,"amino sugar catabolic process|racemase and epimerase activity, acting on carbohydrates and derivatives|identical protein binding|metal ion binding",https://www.uniprot.org/uniprotkb/P45541
P46125,GO:0005886,plasma membrane,https://www.uniprot.org/uniprotkb/P46125
P54746,GO:0009313|GO:0004559|GO:0006013|GO:0030246|GO:0046872,oligosaccharide catabolic process|alpha-mannosidase activity|mannose metabolic process|carbohydrate binding|metal ion binding,https://www.uniprot.org/uniprotkb/P54746
P60664,GO:0009382|GO:0016829|GO:0000107|GO:0000105|GO:0008652|GO:0005829,imidazoleglycerol-phosphate synthase complex|lyase activity|imidazoleglycerol-phosphate synthase activity|L-histidine biosynthetic process|amino acid biosynthetic process|cytosol,https://www.uniprot.org/uniprotkb/P60664
P62615,GO:0016114|GO:0050515|GO:0005524|GO:0019288,"terpenoid biosynthetic process|4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity|ATP binding|isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway",https://www.uniprot.org/uniprotkb/P62615
P64471,GO:0005886,plasma membrane,https://www.uniprot.org/uniprotkb/P64471
P64638,GO:0051539|GO:0033212|GO:0003677|GO:0005506,"4 iron, 4 sulfur cluster binding|iron import into cell|DNA binding|iron ion binding",https://www.uniprot.org/uniprotkb/P64638
P69490,GO:1903607|GO:0043190|GO:1904334|GO:0020037|GO:0017004|GO:0046872,cytochrome c biosynthetic process|ATP-binding cassette (ABC) transporter complex|heme import across plasma membrane|heme binding|cytochrome complex assembly|metal ion binding,https://www.uniprot.org/uniprotkb/P69490
P75679,GO:0004803|GO:0003677|GO:0006313,transposase activity|DNA binding|DNA transposition,https://www.uniprot.org/uniprotkb/P75679
P75831,GO:0016020|GO:1990961|GO:0016887|GO:0008559|GO:1990196|GO:0005886|GO:0042802|GO:0042803|GO:0005524|GO:0046677|GO:0022857,membrane|xenobiotic detoxification by transmembrane export across the plasma membrane|ATP hydrolysis activity|ABC-type xenobiotic transporter activity|MacAB-TolC complex|plasma membrane|identical protein binding|protein homodimerization activity|ATP binding|response to antibiotic|transmembrane transporter activity,https://www.uniprot.org/uniprotkb/P75831
P75884,GO:0005886,plasma membrane,https://www.uniprot.org/uniprotkb/P75884
P75993,GO:0003677|GO:0042803|GO:0042542|GO:0044010|GO:0071468,DNA binding|protein homodimerization activity|response to hydrogen peroxide|single-species biofilm formation|cellular response to acidic pH,https://www.uniprot.org/uniprotkb/P75993
P75994,GO:0044010,single-species biofilm formation,https://www.uniprot.org/uniprotkb/P75994
P76034,GO:0003700|GO:0006974|GO:0003677|GO:0006355|GO:0005829,DNA-binding transcription factor activity|DNA damage response|DNA binding|regulation of DNA-templated transcription|cytosol,https://www.uniprot.org/uniprotkb/P76034
P76055,GO:0034227|GO:0000287|GO:0016783|GO:0006400|GO:0000049|GO:0051539|GO:0042803|GO:0005829|GO:0005524,"tRNA thio-modification|magnesium ion binding|sulfurtransferase activity|tRNA modification|tRNA binding|4 iron, 4 sulfur cluster binding|protein homodimerization activity|cytosol|ATP binding",https://www.uniprot.org/uniprotkb/P76055
P76346,GO:0006508|GO:0004177|GO:0008237|GO:0008270|GO:0005829,proteolysis|aminopeptidase activity|metallopeptidase activity|zinc ion binding|cytosol,https://www.uniprot.org/uniprotkb/P76346
P76628,GO:0005886|GO:0022857,plasma membrane|transmembrane transporter activity,https://www.uniprot.org/uniprotkb/P76628
P77183,GO:0043546|GO:0042803,molybdopterin cofactor binding|protein homodimerization activity,https://www.uniprot.org/uniprotkb/P77183
P77265,GO:0016020|GO:0016887|GO:0008559|GO:0042626|GO:0005886|GO:0005524|GO:0055085|GO:0046618,membrane|ATP hydrolysis activity|ABC-type xenobiotic transporter activity|ATPase-coupled transmembrane transporter activity|plasma membrane|ATP binding|transmembrane transport|xenobiotic export from cell,https://www.uniprot.org/uniprotkb/P77265
P77400,GO:0009268|GO:0006865|GO:1990169|GO:0005886|GO:0022857,response to pH|amino acid transport|stress response to copper ion|plasma membrane|transmembrane transporter activity,https://www.uniprot.org/uniprotkb/P77400
P77433,GO:0005829,cytosol,https://www.uniprot.org/uniprotkb/P77433
P77554,GO:0016814,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines",https://www.uniprot.org/uniprotkb/P77554
P78067,GO:0004792|GO:0016783|GO:0042597,thiosulfate sulfurtransferase activity|sulfurtransferase activity|periplasmic space,https://www.uniprot.org/uniprotkb/P78067
P78271,,,https://www.uniprot.org/uniprotkb/P78271
Q46808,,,https://www.uniprot.org/uniprotkb/Q46808
Q46835,GO:0009279|GO:0006974,cell outer membrane|DNA damage response,https://www.uniprot.org/uniprotkb/Q46835
Q47377,GO:0010041|GO:0009245|GO:1901264|GO:1901505|GO:0005886|GO:0055085|GO:0009103|GO:0022857,response to iron(III) ion|lipid A biosynthetic process|carbohydrate derivative transport|carbohydrate derivative transmembrane transporter activity|plasma membrane|transmembrane transport|lipopolysaccharide biosynthetic process|transmembrane transporter activity,https://www.uniprot.org/uniprotkb/Q47377
Q6BF25,GO:0005886,plasma membrane,https://www.uniprot.org/uniprotkb/Q6BF25
C1P610,GO:0016020|GO:0005886,membrane|plasma membrane,https://www.uniprot.org/uniprotkb/C1P610
P02931,GO:0016020|GO:0097718|GO:0009279|GO:0034220|GO:0070207|GO:0008289|GO:0001530|GO:0005216|GO:0015031|GO:0042802|GO:0015288|GO:0042912|GO:0034702|GO:0046930,membrane|disordered domain specific binding|cell outer membrane|monoatomic ion transmembrane transport|protein homotrimerization|lipid binding|lipopolysaccharide binding|monoatomic ion channel activity|protein transport|identical protein binding|porin activity|colicin transmembrane transporter activity|monoatomic ion channel complex|pore complex,https://www.uniprot.org/uniprotkb/P02931
P03960,GO:0000287|GO:0006813|GO:1903103|GO:0016887|GO:0098655|GO:0008556|GO:0005886|GO:0005524|GO:0031004|GO:0071805,magnesium ion binding|potassium ion transport|potassium:proton antiporter complex|ATP hydrolysis activity|monoatomic cation transmembrane transport|P-type potassium transmembrane transporter activity|plasma membrane|ATP binding|potassium ion-transporting ATPase complex|potassium ion transmembrane transport,https://www.uniprot.org/uniprotkb/P03960
P04391,GO:0004585|GO:0016597|GO:0005737|GO:0042450|GO:0019240|GO:0046872,ornithine carbamoyltransferase activity|amino acid binding|cytoplasm|arginine biosynthetic process via ornithine|citrulline biosynthetic process|metal ion binding,https://www.uniprot.org/uniprotkb/P04391
P06968,GO:0046081|GO:0000287|GO:0004170|GO:0006226|GO:0070207|GO:0042802|GO:0005829|GO:0032991,dUTP catabolic process|magnesium ion binding|dUTP diphosphatase activity|dUMP biosynthetic process|protein homotrimerization|identical protein binding|cytosol|protein-containing complex,https://www.uniprot.org/uniprotkb/P06968
P08244,,,https://www.uniprot.org/uniprotkb/P08244
P09152,GO:0016020|GO:0043546|GO:0009055|GO:0009061|GO:0051539|GO:0044799|GO:0042126|GO:0042128|GO:0008940|GO:0019645|GO:0046872,"membrane|molybdopterin cofactor binding|electron transfer activity|anaerobic respiration|4 iron, 4 sulfur cluster binding|NarGHI complex|nitrate metabolic process|nitrate assimilation|nitrate reductase activity|anaerobic electron transport chain|metal ion binding",https://www.uniprot.org/uniprotkb/P09152
P09996,,,https://www.uniprot.org/uniprotkb/P09996
P0A6B7,GO:1990330|GO:1990329|GO:0009000|GO:0002937|GO:0009228|GO:0097163|GO:0016226|GO:0016261|GO:0002143|GO:0051537|GO:0018131|GO:0072348|GO:0030170|GO:1990221|GO:1990228|GO:0005829|GO:0031071|GO:0009589|GO:0044571|GO:0046872|GO:0019448,"IscS-IscU complex|IscS-TusA complex|selenocysteine lyase activity|tRNA 4-thiouridine biosynthesis|thiamine biosynthetic process|sulfur carrier activity|iron-sulfur cluster assembly|selenocysteine catabolic process|tRNA wobble position uridine thiolation|2 iron, 2 sulfur cluster binding|oxazole or thiazole biosynthetic process|sulfur compound transport|pyridoxal phosphate binding|L-cysteine desulfurase complex|sulfurtransferase complex|cytosol|cysteine desulfurase activity|detection of UV|[2Fe-2S] cluster assembly|metal ion binding|L-cysteine catabolic process",https://www.uniprot.org/uniprotkb/P0A6B7
P0A6I3,GO:0050165|GO:0004594|GO:0005737|GO:0042803|GO:0005524|GO:0015937,pantetheine kinase activity|pantothenate kinase activity|cytoplasm|protein homodimerization activity|ATP binding|coenzyme A biosynthetic process,https://www.uniprot.org/uniprotkb/P0A6I3
P0A6N4,GO:0003746|GO:2001125|GO:0006414|GO:0072344|GO:0005737|GO:0005829|GO:0043022|GO:0043043,translation elongation factor activity|negative regulation of translational frameshifting|translational elongation|rescue of stalled ribosome|cytoplasm|cytosol|ribosome binding|peptide biosynthetic process,https://www.uniprot.org/uniprotkb/P0A6N4
P0A738,GO:0006777|GO:0061799|GO:0042802|GO:0032991,Mo-molybdopterin cofactor biosynthetic process|cyclic pyranopterin monophosphate synthase activity|identical protein binding|protein-containing complex,https://www.uniprot.org/uniprotkb/P0A738
P0A790,GO:0004068|GO:0016540|GO:0006523|GO:0005829|GO:0015940,aspartate 1-decarboxylase activity|protein autoprocessing|alanine biosynthetic process|cytosol|pantothenate biosynthetic process,https://www.uniprot.org/uniprotkb/P0A790
P0A7B1,GO:0043751|GO:0006799|GO:0009358|GO:0016776|GO:0016778|GO:0008976|GO:0031241|GO:0005886|GO:0042803|GO:0005829|GO:0005524|GO:0046872,"polyphosphate:AMP phosphotransferase activity|polyphosphate biosynthetic process|polyphosphate kinase complex|phosphotransferase activity, phosphate group as acceptor|diphosphotransferase activity|polyphosphate kinase activity|periplasmic side of cell outer membrane|plasma membrane|protein homodimerization activity|cytosol|ATP binding|metal ion binding",https://www.uniprot.org/uniprotkb/P0A7B1
P0A7M6,GO:0003735|GO:0002181|GO:0000027|GO:0005737|GO:0019843|GO:0022625,structural constituent of ribosome|cytoplasmic translation|ribosomal large subunit assembly|cytoplasm|rRNA binding|cytosolic large ribosomal subunit,https://www.uniprot.org/uniprotkb/P0A7M6
P0A8J4,GO:0005829|GO:0034605,cytosol|cellular response to heat,https://www.uniprot.org/uniprotkb/P0A8J4
P0A9H1,GO:0043739|GO:0004844|GO:0008263|GO:0005737|GO:0003677|GO:0006285,"G/U mismatch-specific uracil-DNA glycosylase activity|uracil DNA N-glycosylase activity|pyrimidine-specific mismatch base pair DNA N-glycosylase activity|cytoplasm|DNA binding|base-excision repair, AP site formation",https://www.uniprot.org/uniprotkb/P0A9H1
P0A9I3,GO:0006351|GO:0006355|GO:0005829,DNA-templated transcription|regulation of DNA-templated transcription|cytosol,https://www.uniprot.org/uniprotkb/P0A9I3
P0A9V8,GO:1902777|GO:0061596|GO:0051289|GO:0051287|GO:0016616|GO:0047577|GO:0050661|GO:0042802|GO:0032991|GO:0061720|GO:0009407,"6-sulfoquinovose(1-) catabolic process|3-sulfolactaldehyde reductase activity|protein homotetramerization|NAD binding|oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor|4-hydroxybutyrate dehydrogenase activity|NADP binding|identical protein binding|protein-containing complex|6-sulfoquinovose(1-) catabolic process to glycerone phosphate and 3-sulfolactaldehyde|toxin catabolic process",https://www.uniprot.org/uniprotkb/P0A9V8
P0AA43,GO:0003723|GO:0120159|GO:0000455|GO:0005829|GO:0160136|GO:0009982,RNA binding|rRNA pseudouridine synthase activity|enzyme-directed rRNA pseudouridine synthesis|cytosol|16S rRNA pseudouridine(516) synthase activity|pseudouridine synthase activity,https://www.uniprot.org/uniprotkb/P0AA43
P0AAS5,,,https://www.uniprot.org/uniprotkb/P0AAS5
P0AB03,,,https://www.uniprot.org/uniprotkb/P0AB03
P0AB18,GO:0097163|GO:0016740|GO:0002143|GO:1990228,sulfur carrier activity|transferase activity|tRNA wobble position uridine thiolation|sulfurtransferase complex,https://www.uniprot.org/uniprotkb/P0AB18
P0ABC9,GO:0006974|GO:0005886|GO:0022857|GO:0019285,DNA damage response|plasma membrane|transmembrane transporter activity|glycine betaine biosynthetic process from choline,https://www.uniprot.org/uniprotkb/P0ABC9
P0ABJ3,GO:0009055|GO:0009060|GO:0009319|GO:0004129|GO:0015078|GO:0005886|GO:0015453|GO:0015990|GO:0009486|GO:0019646,electron transfer activity|aerobic respiration|cytochrome o ubiquinol oxidase complex|cytochrome-c oxidase activity|proton transmembrane transporter activity|plasma membrane|oxidoreduction-driven active transmembrane transporter activity|electron transport coupled proton transport|cytochrome bo3 ubiquinol oxidase activity|aerobic electron transport chain,https://www.uniprot.org/uniprotkb/P0ABJ3
P0ABW9,GO:0009288|GO:0006935|GO:0030694|GO:0071973|GO:0071978,"bacterial-type flagellum|chemotaxis|bacterial-type flagellum basal body, rod|bacterial-type flagellum-dependent cell motility|bacterial-type flagellum-dependent swarming motility",https://www.uniprot.org/uniprotkb/P0ABW9
P0ACI3,GO:0003700|GO:0000976|GO:0006355,DNA-binding transcription factor activity|transcription cis-regulatory region binding|regulation of DNA-templated transcription,https://www.uniprot.org/uniprotkb/P0ACI3
P0ACW6,,,https://www.uniprot.org/uniprotkb/P0ACW6
P0AEH5,GO:0006974|GO:0005886|GO:0005829|GO:0043022,DNA damage response|plasma membrane|cytosol|ribosome binding,https://www.uniprot.org/uniprotkb/P0AEH5
P0AEQ3,GO:0016020|GO:1903803|GO:0070406|GO:0015276|GO:0030288|GO:0055052,"membrane|L-glutamine import across plasma membrane|glutamine binding|ligand-gated monoatomic ion channel activity|outer membrane-bounded periplasmic space|ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing",https://www.uniprot.org/uniprotkb/P0AEQ3
P0AEX3,GO:0005886|GO:0015294,plasma membrane|solute:monoatomic cation symporter activity,https://www.uniprot.org/uniprotkb/P0AEX3
P0AF45,GO:0045226|GO:0044010,extracellular polysaccharide biosynthetic process|single-species biofilm formation,https://www.uniprot.org/uniprotkb/P0AF45
P0AFA9,GO:0016020|GO:0016151|GO:0098716|GO:0015099|GO:0005886|GO:0055052|GO:0071916,"membrane|nickel cation binding|nickel cation import across plasma membrane|nickel cation transmembrane transporter activity|plasma membrane|ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing|dipeptide transmembrane transporter activity",https://www.uniprot.org/uniprotkb/P0AFA9
P0AFV2,GO:0005886,plasma membrane,https://www.uniprot.org/uniprotkb/P0AFV2
P0AFV8,GO:0009271|GO:0005737|GO:0005886,phage shock|cytoplasm|plasma membrane,https://www.uniprot.org/uniprotkb/P0AFV8
P0AG82,GO:0016020|GO:0009314|GO:0006817|GO:0006974|GO:0035435|GO:0042301|GO:0030288|GO:0055052,"membrane|response to radiation|phosphate ion transport|DNA damage response|phosphate ion transmembrane transport|phosphate ion binding|outer membrane-bounded periplasmic space|ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing",https://www.uniprot.org/uniprotkb/P0AG82
P0CE56,GO:0004803|GO:0003677|GO:0006313,transposase activity|DNA binding|DNA transposition,https://www.uniprot.org/uniprotkb/P0CE56
P0CF40,GO:0004803|GO:0003677|GO:0006313,transposase activity|DNA binding|DNA transposition,https://www.uniprot.org/uniprotkb/P0CF40
P10441,GO:0009245|GO:0019897|GO:0005737|GO:0008915|GO:0031234|GO:0042802|GO:0005543,lipid A biosynthetic process|extrinsic component of plasma membrane|cytoplasm|lipid-A-disaccharide synthase activity|extrinsic component of cytoplasmic side of plasma membrane|identical protein binding|phospholipid binding,https://www.uniprot.org/uniprotkb/P10441
P15286,GO:0005886|GO:0010468,plasma membrane|regulation of gene expression,https://www.uniprot.org/uniprotkb/P15286
P17952,GO:0009252|GO:0000287|GO:0051301|GO:0008360|GO:0005737|GO:0042803|GO:0005524|GO:0008763|GO:0071555,peptidoglycan biosynthetic process|magnesium ion binding|cell division|regulation of cell shape|cytoplasm|protein homodimerization activity|ATP binding|UDP-N-acetylmuramate-L-alanine ligase activity|cell wall organization,https://www.uniprot.org/uniprotkb/P17952
P21362,GO:0006974|GO:0042803,DNA damage response|protein homodimerization activity,https://www.uniprot.org/uniprotkb/P21362
P22186,GO:0043565|GO:0003700|GO:0009295|GO:0000976|GO:2000143|GO:0005737|GO:0045892,sequence-specific DNA binding|DNA-binding transcription factor activity|nucleoid|transcription cis-regulatory region binding|negative regulation of DNA-templated transcription initiation|cytoplasm|negative regulation of DNA-templated transcription,https://www.uniprot.org/uniprotkb/P22186
P23874,GO:0043565|GO:0001217|GO:0000976|GO:0000287|GO:0110001|GO:0004674|GO:0106310|GO:0006355|GO:0040008|GO:0005829|GO:0005524|GO:0032993|GO:0022611|GO:0044010|GO:0046677,sequence-specific DNA binding|DNA-binding transcription repressor activity|transcription cis-regulatory region binding|magnesium ion binding|toxin-antitoxin complex|protein serine/threonine kinase activity|protein serine kinase activity|regulation of DNA-templated transcription|regulation of growth|cytosol|ATP binding|protein-DNA complex|dormancy process|single-species biofilm formation|response to antibiotic,https://www.uniprot.org/uniprotkb/P23874
P23917,GO:0004396|GO:0008865|GO:0005829|GO:0005524|GO:0019158,hexokinase activity|fructokinase activity|cytosol|ATP binding|mannokinase activity,https://www.uniprot.org/uniprotkb/P23917
P24183,GO:0016020|GO:0043546|GO:0006788|GO:0009055|GO:0009061|GO:0009326|GO:0036397|GO:0051539|GO:0047111|GO:0008430|GO:0008863|GO:0030151|GO:0030288|GO:0015944|GO:0019645,"membrane|molybdopterin cofactor binding|heme oxidation|electron transfer activity|anaerobic respiration|formate dehydrogenase complex|formate dehydrogenase (quinone) activity|4 iron, 4 sulfur cluster binding|formate dehydrogenase (cytochrome-c-553) activity|selenium binding|formate dehydrogenase (NAD+) activity|molybdenum ion binding|outer membrane-bounded periplasmic space|formate oxidation|anaerobic electron transport chain",https://www.uniprot.org/uniprotkb/P24183
P24218,GO:0044826|GO:0003677|GO:0008979|GO:0006310|GO:0005829|GO:0046718,viral genome integration into host DNA|DNA binding|prophage integrase activity|DNA recombination|cytosol|symbiont entry into host cell,https://www.uniprot.org/uniprotkb/P24218
P25894,GO:0016020|GO:0009279|GO:0004222|GO:0051603|GO:0008237|GO:0034605|GO:0034644|GO:0071476|GO:0046872,membrane|cell outer membrane|metalloendopeptidase activity|proteolysis involved in protein catabolic process|metallopeptidase activity|cellular response to heat|cellular response to UV|cellular hypotonic response|metal ion binding,https://www.uniprot.org/uniprotkb/P25894
P26616,GO:0051287|GO:0004470|GO:0004471|GO:0008948|GO:0042802|GO:0005829|GO:0006108|GO:0006094|GO:0006090|GO:0046872,NAD binding|malic enzyme activity|malate dehydrogenase (decarboxylating) (NAD+) activity|oxaloacetate decarboxylase activity|identical protein binding|cytosol|malate metabolic process|gluconeogenesis|pyruvate metabolic process|metal ion binding,https://www.uniprot.org/uniprotkb/P26616
P29012,GO:0030170|GO:0030632|GO:0005829|GO:0008784|GO:0019480,pyridoxal phosphate binding|D-alanine biosynthetic process|cytosol|alanine racemase activity|L-alanine oxidation to pyruvate via D-alanine,https://www.uniprot.org/uniprotkb/P29012
P30176,GO:0009231|GO:0016799|GO:1901135|GO:0034656|GO:0071978,"riboflavin biosynthetic process|hydrolase activity, hydrolyzing N-glycosyl compounds|carbohydrate derivative metabolic process|nucleobase-containing small molecule catabolic process|bacterial-type flagellum-dependent swarming motility",https://www.uniprot.org/uniprotkb/P30176
P30870,GO:0000820|GO:0000287|GO:0008882|GO:0047388|GO:0005829|GO:0005524,regulation of glutamine family amino acid metabolic process|magnesium ion binding|[glutamate-ammonia-ligase] adenylyltransferase activity|[glutamine synthetase]-adenylyl-L-tyrosine phosphorylase activity|cytosol|ATP binding,https://www.uniprot.org/uniprotkb/P30870
P31471,GO:0004553|GO:0016747|GO:0005975,"hydrolase activity, hydrolyzing O-glycosyl compounds|acyltransferase activity, transferring groups other than amino-acyl groups|carbohydrate metabolic process",https://www.uniprot.org/uniprotkb/P31471
P33221,GO:0000287|GO:0043815|GO:0004644|GO:0016874|GO:0006189|GO:0005829|GO:0005524|GO:0008776,magnesium ion binding|phosphoribosylglycinamide formyltransferase 2 activity|phosphoribosylglycinamide formyltransferase activity|ligase activity|'de novo' IMP biosynthetic process|cytosol|ATP binding|acetate kinase activity,https://www.uniprot.org/uniprotkb/P33221
P33342,GO:0061077|GO:0030288|GO:0071555,chaperone-mediated protein folding|outer membrane-bounded periplasmic space|cell wall organization,https://www.uniprot.org/uniprotkb/P33342
P33590,GO:0016020|GO:0015833|GO:1904680|GO:0016151|GO:0051540|GO:0098716|GO:0050919|GO:0042597|GO:0030288|GO:0055052|GO:0020037|GO:0046914,"membrane|peptide transport|peptide transmembrane transporter activity|nickel cation binding|metal cluster binding|nickel cation import across plasma membrane|negative chemotaxis|periplasmic space|outer membrane-bounded periplasmic space|ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing|heme binding|transition metal ion binding",https://www.uniprot.org/uniprotkb/P33590
P33668,,,https://www.uniprot.org/uniprotkb/P33668
P33920,GO:0043590|GO:0003727|GO:0005737|GO:0003690|GO:0042802,bacterial nucleoid|single-stranded RNA binding|cytoplasm|double-stranded DNA binding|identical protein binding,https://www.uniprot.org/uniprotkb/P33920
P36662,GO:0043546|GO:0006457|GO:0051604|GO:0051259|GO:0005737|GO:0042802|GO:0042277,molybdopterin cofactor binding|protein folding|protein maturation|protein complex oligomerization|cytoplasm|identical protein binding|peptide binding,https://www.uniprot.org/uniprotkb/P36662
P37344,GO:0043565|GO:0016887|GO:0000160|GO:0005737|GO:0003677|GO:0080135|GO:0006355|GO:0045892|GO:0045893|GO:0005667|GO:0042802|GO:0005524,sequence-specific DNA binding|ATP hydrolysis activity|phosphorelay signal transduction system|cytoplasm|DNA binding|regulation of cellular response to stress|regulation of DNA-templated transcription|negative regulation of DNA-templated transcription|positive regulation of DNA-templated transcription|transcription regulator complex|identical protein binding|ATP binding,https://www.uniprot.org/uniprotkb/P37344
P37662,GO:0031669|GO:0005886|GO:0022857,cellular response to nutrient levels|plasma membrane|transmembrane transporter activity,https://www.uniprot.org/uniprotkb/P37662
P39286,GO:0097216|GO:0000028|GO:0019843|GO:0005829|GO:0005525|GO:0042274|GO:0003924|GO:0019003|GO:0046872,guanosine tetraphosphate binding|ribosomal small subunit assembly|rRNA binding|cytosol|GTP binding|ribosomal small subunit biogenesis|GTPase activity|GDP binding|metal ion binding,https://www.uniprot.org/uniprotkb/P39286
P39317,,,https://www.uniprot.org/uniprotkb/P39317
P39393,,,https://www.uniprot.org/uniprotkb/P39393
P42603,GO:0005886,plasma membrane,https://www.uniprot.org/uniprotkb/P42603
P42912,GO:0043877|GO:0004342|GO:0005737|GO:0042802|GO:0005829|GO:0005975|GO:0006043|GO:0006046|GO:0019262,galactosamine-6-phosphate isomerase activity|glucosamine-6-phosphate deaminase activity|cytoplasm|identical protein binding|cytosol|carbohydrate metabolic process|glucosamine catabolic process|N-acetylglucosamine catabolic process|N-acetylneuraminate catabolic process,https://www.uniprot.org/uniprotkb/P42912
P46887,,,https://www.uniprot.org/uniprotkb/P46887
P52123,,,https://www.uniprot.org/uniprotkb/P52123
P52127,GO:0004518|GO:0051607,nuclease activity|defense response to virus,https://www.uniprot.org/uniprotkb/P52127
P54745,GO:0009401|GO:0016301|GO:0090581|GO:0090563|GO:0051476|GO:0005886|GO:0005351|GO:0022877,phosphoenolpyruvate-dependent sugar phosphotransferase system|kinase activity|protein-phosphocysteine-mannosylglycerate-phosphotransferase system transporter activity|protein-phosphocysteine-sugar phosphotransferase activity|phosphoenolpyruvate-dependent mannosylglycerate phosphotransferase system|plasma membrane|carbohydrate:proton symporter activity|protein-N(PI)-phosphohistidine-fructose phosphotransferase system transporter activity,https://www.uniprot.org/uniprotkb/P54745
P58034,GO:0000935|GO:0051301|GO:0005886,division septum|cell division|plasma membrane,https://www.uniprot.org/uniprotkb/P58034
P64634,GO:0043683|GO:0043107|GO:0006308|GO:0005886|GO:0015976,type IV pilus assembly|type IV pilus-dependent motility|DNA catabolic process|plasma membrane|carbon utilization,https://www.uniprot.org/uniprotkb/P64634
P64646,GO:0016020|GO:0060187|GO:0005886,membrane|cell pole|plasma membrane,https://www.uniprot.org/uniprotkb/P64646
P68679,GO:0003735|GO:0002181|GO:0000028|GO:0005737|GO:0019843|GO:0005829|GO:0022627,structural constituent of ribosome|cytoplasmic translation|ribosomal small subunit assembly|cytoplasm|rRNA binding|cytosol|cytosolic small ribosomal subunit,https://www.uniprot.org/uniprotkb/P68679
P69423,GO:0016020|GO:0009314|GO:0043953|GO:0065002|GO:0008320|GO:0033281|GO:0005886|GO:0042802|GO:0009977,membrane|response to radiation|protein transport by the Tat complex|intracellular protein transmembrane transport|protein transmembrane transporter activity|TAT protein transport complex|plasma membrane|identical protein binding|proton motive force dependent protein transmembrane transporter activity,https://www.uniprot.org/uniprotkb/P69423
P69681,GO:0072488|GO:0008519|GO:0015670|GO:0005886|GO:0042802,ammonium transmembrane transport|ammonium channel activity|carbon dioxide transport|plasma membrane|identical protein binding,https://www.uniprot.org/uniprotkb/P69681
P69902,GO:0033611|GO:0033608|GO:0071468,oxalate catabolic process|formyl-CoA transferase activity|cellular response to acidic pH,https://www.uniprot.org/uniprotkb/P69902
P71243,GO:0046377|GO:0016757|GO:0045228|GO:0009103,colanic acid metabolic process|glycosyltransferase activity|slime layer polysaccharide biosynthetic process|lipopolysaccharide biosynthetic process,https://www.uniprot.org/uniprotkb/P71243
P75677,,,https://www.uniprot.org/uniprotkb/P75677
P75681,GO:0005886|GO:0055085,plasma membrane|transmembrane transport,https://www.uniprot.org/uniprotkb/P75681
P76096,,,https://www.uniprot.org/uniprotkb/P76096
P76154,GO:0009409,response to cold,https://www.uniprot.org/uniprotkb/P76154
P76228,GO:0005886,plasma membrane,https://www.uniprot.org/uniprotkb/P76228
