Protein ID,GO ID,Function,Link
P05737,GO:0003723|GO:0003735|GO:0000463|GO:0000470|GO:0002181|GO:0005737|GO:0005829|GO:0042273|GO:0022625,"RNA binding|structural constituent of ribosome|maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)|maturation of LSU-rRNA|cytoplasmic translation|cytoplasm|cytosol|ribosomal large subunit biogenesis|cytosolic large ribosomal subunit",https://www.uniprot.org/uniprotkb/P05737
P05755,GO:0003735|GO:0000462|GO:0006412|GO:0005730|GO:0045903|GO:0030686|GO:0019843|GO:0005829|GO:0042274|GO:0022627|GO:0032040,"structural constituent of ribosome|maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)|translation|nucleolus|positive regulation of translational fidelity|90S preribosome|rRNA binding|cytosol|ribosomal small subunit biogenesis|cytosolic small ribosomal subunit|small-subunit processome",https://www.uniprot.org/uniprotkb/P05755
P06773,GO:0004132|GO:0006226|GO:0006231|GO:0008270|GO:0005737|GO:0009972,dCMP deaminase activity|dUMP biosynthetic process|dTMP biosynthetic process|zinc ion binding|cytoplasm|cytidine deamination,https://www.uniprot.org/uniprotkb/P06773
P07253,GO:0061671|GO:0006397|GO:0070131|GO:0050821|GO:0005761|GO:0005739|GO:0043022|GO:0034551,Cbp3p-Cbp6 complex|mRNA processing|positive regulation of mitochondrial translation|protein stabilization|mitochondrial ribosome|mitochondrion|ribosome binding|mitochondrial respiratory chain complex III assembly,https://www.uniprot.org/uniprotkb/P07253
P08004,GO:0004100|GO:0000920|GO:0045009|GO:0005886|GO:0030428|GO:0006038|GO:0071555|GO:0071944,chitin synthase activity|septum digestion after cytokinesis|chitosome|plasma membrane|cell septum|obsolete cell wall chitin biosynthetic process|cell wall organization|cell periphery,https://www.uniprot.org/uniprotkb/P08004
P0C2J1,GO:0003723|GO:0003887|GO:0004523|GO:0006508|GO:0004190|GO:0005737|GO:0003677|GO:0006310|GO:0005634|GO:0015074|GO:0005524|GO:0003964|GO:0032196|GO:0046872,RNA binding|DNA-directed DNA polymerase activity|RNA-DNA hybrid ribonuclease activity|proteolysis|aspartic-type endopeptidase activity|cytoplasm|DNA binding|DNA recombination|nucleus|DNA integration|ATP binding|RNA-directed DNA polymerase activity|transposition|metal ion binding,https://www.uniprot.org/uniprotkb/P0C2J1
P0CE98,NA,NA,https://www.uniprot.org/uniprotkb/P0CE98
P0CX50,GO:0003723|GO:0003735|GO:0002181|GO:0005829|GO:0022625,RNA binding|structural constituent of ribosome|cytoplasmic translation|cytosol|cytosolic large ribosomal subunit,https://www.uniprot.org/uniprotkb/P0CX50
P0CX67,GO:0003723|GO:0005737,RNA binding|cytoplasm,https://www.uniprot.org/uniprotkb/P0CX67
P13574,GO:0003700|GO:0000747|GO:1990526|GO:1990527|GO:0001403|GO:2000220|GO:0000122|GO:0003677|GO:0045944|GO:0045894|GO:0005634|GO:0005654|GO:0019953|GO:0007124|GO:0071444|GO:0010570,"DNA-binding transcription factor activity|conjugation with cellular fusion|Ste12p-Dig1p-Dig2p complex|Tec1p-Ste12p-Dig1p complex|invasive growth in response to glucose limitation|regulation of pseudohyphal growth|negative regulation of transcription by RNA polymerase II|DNA binding|positive regulation of transcription by RNA polymerase II|negative regulation of mating-type specific transcription, DNA-templated|nucleus|nucleoplasm|sexual reproduction|pseudohyphal growth|cellular response to pheromone|regulation of filamentous growth",https://www.uniprot.org/uniprotkb/P13574
P14164,GO:0043565|GO:0001228|GO:0000978|GO:0070911|GO:0000113|GO:0000122|GO:0003688|GO:0045944|GO:0006338|GO:0006261|GO:0005634|GO:0030466|GO:0044374,"sequence-specific DNA binding|DNA-binding transcription activator activity, RNA polymerase II-specific|RNA polymerase II cis-regulatory region sequence-specific DNA binding|global genome nucleotide-excision repair|nucleotide-excision repair factor 4 complex|negative regulation of transcription by RNA polymerase II|DNA replication origin binding|positive regulation of transcription by RNA polymerase II|chromatin remodeling|DNA-templated DNA replication|nucleus|silent mating-type cassette heterochromatin formation|sequence-specific DNA binding, bending",https://www.uniprot.org/uniprotkb/P14164
P20049,GO:0004665|GO:0006570|GO:0006571|GO:0050661|GO:0070403|GO:0005737|GO:0008977,prephenate dehydrogenase (NADP+) activity|tyrosine metabolic process|tyrosine biosynthetic process|NADP binding|NAD+ binding|cytoplasm|prephenate dehydrogenase (NAD+) activity,https://www.uniprot.org/uniprotkb/P20049
P22855,GO:0000329|GO:0034270|GO:0009313|GO:0004559|GO:0006995|GO:0042149|GO:0030246|GO:0019309|GO:0046872,fungal-type vacuole membrane|Cvt complex|oligosaccharide catabolic process|alpha-mannosidase activity|cellular response to nitrogen starvation|cellular response to glucose starvation|carbohydrate binding|mannose catabolic process|metal ion binding,https://www.uniprot.org/uniprotkb/P22855
P25036,GO:0000328|GO:0004252|GO:0006508|GO:0005783|GO:0005615|GO:0007039,fungal-type vacuole lumen|serine-type endopeptidase activity|proteolysis|endoplasmic reticulum|extracellular space|protein catabolic process in the vacuole,https://www.uniprot.org/uniprotkb/P25036
P25441,GO:0006383|GO:0006384|GO:0006386|GO:0042797|GO:0003677|GO:0005634|GO:0005654|GO:0005666,transcription by RNA polymerase III|transcription initiation at RNA polymerase III promoter|termination of RNA polymerase III transcription|tRNA transcription by RNA polymerase III|DNA binding|nucleus|nucleoplasm|RNA polymerase III complex,https://www.uniprot.org/uniprotkb/P25441
P26370,GO:0003700|GO:0001228|GO:0000978|GO:0000976|GO:0008270|GO:0001010|GO:0001080|GO:0045944|GO:0005634|GO:0019740|GO:0009450,"DNA-binding transcription factor activity|DNA-binding transcription activator activity, RNA polymerase II-specific|RNA polymerase II cis-regulatory region sequence-specific DNA binding|transcription cis-regulatory region binding|zinc ion binding|RNA polymerase II sequence-specific DNA-binding transcription factor recruiting activity|nitrogen catabolite activation of transcription from RNA polymerase II promoter|positive regulation of transcription by RNA polymerase II|nucleus|nitrogen utilization|gamma-aminobutyric acid catabolic process",https://www.uniprot.org/uniprotkb/P26370
P27344,GO:0043596|GO:0006261|GO:0006272|GO:0005634|GO:0008623|GO:0008622|GO:0042276|GO:0046982,nuclear replication fork|DNA-templated DNA replication|leading strand elongation|nucleus|CHRAC|epsilon DNA polymerase complex|error-prone translesion synthesis|protein heterodimerization activity,https://www.uniprot.org/uniprotkb/P27344
P28241,GO:0003723|GO:0000287|GO:0051287|GO:0006537|GO:0004449|GO:0045242|GO:0005759|GO:0005739|GO:0006102|GO:0006099,RNA binding|magnesium ion binding|NAD binding|glutamate biosynthetic process|isocitrate dehydrogenase (NAD+) activity|isocitrate dehydrogenase complex (NAD+)|mitochondrial matrix|mitochondrion|isocitrate metabolic process|tricarboxylic acid cycle,https://www.uniprot.org/uniprotkb/P28241
P32363,GO:0000506|GO:0006506|GO:0031505|GO:0017176|GO:0005789|GO:0005783|GO:0005829,glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex|GPI anchor biosynthetic process|fungal-type cell wall organization|phosphatidylinositol N-acetylglucosaminyltransferase activity|endoplasmic reticulum membrane|endoplasmic reticulum|cytosol,https://www.uniprot.org/uniprotkb/P32363
P34230,GO:0006635|GO:0015867|GO:0016887|GO:0005778|GO:0005777|GO:0042758|GO:0043190|GO:0042626|GO:0042760|GO:0005524|GO:0005324|GO:0015916|GO:0015910|GO:1902001|GO:0007031|GO:0140359,fatty acid beta-oxidation|ATP transport|ATP hydrolysis activity|peroxisomal membrane|peroxisome|long-chain fatty acid catabolic process|ATP-binding cassette (ABC) transporter complex|ATPase-coupled transmembrane transporter activity|very long-chain fatty acid catabolic process|ATP binding|long-chain fatty acid transmembrane transporter activity|fatty-acyl-CoA transport|long-chain fatty acid import into peroxisome|fatty acid transmembrane transport|peroxisome organization|ABC-type transporter activity,https://www.uniprot.org/uniprotkb/P34230
P35189,GO:1990467|GO:1990468|GO:0016514|GO:0016592|GO:0016251|GO:0051123|GO:0033100|GO:0003677|GO:0045944|GO:0006366|GO:0006367|GO:0006338|GO:0006351|GO:0006355|GO:0006357|GO:0006281|GO:0005634|GO:0005674|GO:0005669|GO:0042393|GO:0031011|GO:0000785,NuA3a histone acetyltransferase complex|NuA3b histone acetyltransferase complex|SWI/SNF complex|mediator complex|RNA polymerase II general transcription initiation factor activity|RNA polymerase II preinitiation complex assembly|NuA3 histone acetyltransferase complex|DNA binding|positive regulation of transcription by RNA polymerase II|transcription by RNA polymerase II|transcription initiation at RNA polymerase II promoter|chromatin remodeling|DNA-templated transcription|regulation of DNA-templated transcription|regulation of transcription by RNA polymerase II|DNA repair|nucleus|transcription factor TFIIF complex|transcription factor TFIID complex|histone binding|Ino80 complex|chromatin,https://www.uniprot.org/uniprotkb/P35189
P36000,GO:0048203|GO:0006886|GO:0006896|GO:0016192|GO:0030121|GO:0005886|GO:0005829|GO:0030276|GO:0005905,"vesicle targeting, trans-Golgi to endosome|intracellular protein transport|Golgi to vacuole transport|vesicle-mediated transport|AP-1 adaptor complex|plasma membrane|cytosol|clathrin binding|clathrin-coated pit",https://www.uniprot.org/uniprotkb/P36000
P36035,GO:0000324|GO:0006849|GO:0035879|GO:0097080|GO:0097079|GO:0005739|GO:0015136|GO:0005886|GO:0015355|GO:0071944,fungal-type vacuole|plasma membrane pyruvate transport|plasma membrane lactate transport|plasma membrane selenite transport|selenite:proton symporter activity|mitochondrion|sialic acid transmembrane transporter activity|plasma membrane|secondary active monocarboxylate transmembrane transporter activity|cell periphery,https://www.uniprot.org/uniprotkb/P36035
P36051,GO:0015867|GO:0000324|GO:0009277|GO:0051377|GO:0006506|GO:0000139|GO:0005789|GO:0005774|GO:0005783|GO:0071555,ATP transport|fungal-type vacuole|fungal-type cell wall|mannose-ethanolamine phosphotransferase activity|GPI anchor biosynthetic process|Golgi membrane|endoplasmic reticulum membrane|vacuolar membrane|endoplasmic reticulum|cell wall organization,https://www.uniprot.org/uniprotkb/P36051
P38143,GO:0004602|GO:0047066|GO:0005741|GO:0005743|GO:0005737|GO:0005634|GO:0140824|GO:0034599,glutathione peroxidase activity|phospholipid-hydroperoxide glutathione peroxidase activity|mitochondrial outer membrane|mitochondrial inner membrane|cytoplasm|nucleus|thioredoxin-dependent peroxiredoxin activity|cellular response to oxidative stress,https://www.uniprot.org/uniprotkb/P38143
P38212,GO:0043495|GO:0016192|GO:0072659|GO:0005789|GO:0043231|GO:0005886|GO:0006033|GO:0071555,protein-membrane adaptor activity|vesicle-mediated transport|protein localization to plasma membrane|endoplasmic reticulum membrane|intracellular membrane-bounded organelle|plasma membrane|chitin localization|cell wall organization,https://www.uniprot.org/uniprotkb/P38212
P38234,GO:0016020|GO:0016491|GO:0045121|GO:0005737|GO:0010181,membrane|oxidoreductase activity|membrane raft|cytoplasm|FMN binding,https://www.uniprot.org/uniprotkb/P38234
P38273,GO:0006623|GO:0010314|GO:0048278|GO:0097352|GO:0016236|GO:0016192|GO:0001786|GO:0006914|GO:0035658|GO:0005770|GO:0005774|GO:0005768|GO:0043231|GO:0005085|GO:0005829|GO:0007034|GO:0032511|GO:0032585|GO:0032266|GO:0032258|GO:0044395,protein targeting to vacuole|phosphatidylinositol-5-phosphate binding|vesicle docking|autophagosome maturation|macroautophagy|vesicle-mediated transport|phosphatidylserine binding|autophagy|Mon1-Ccz1 complex|late endosome|vacuolar membrane|endosome|intracellular membrane-bounded organelle|guanyl-nucleotide exchange factor activity|cytosol|vacuolar transport|late endosome to vacuole transport via multivesicular body sorting pathway|multivesicular body membrane|phosphatidylinositol-3-phosphate binding|cytoplasm to vacuole targeting by the Cvt pathway|protein targeting to vacuolar membrane,https://www.uniprot.org/uniprotkb/P38273
P38335,GO:0016020|GO:0005737|GO:0005777|GO:0005811,membrane|cytoplasm|peroxisome|lipid droplet,https://www.uniprot.org/uniprotkb/P38335
P38705,GO:0000049|GO:0004828|GO:0070158|GO:0005759|GO:0005737|GO:0005739|GO:0005524,tRNA binding|serine-tRNA ligase activity|mitochondrial seryl-tRNA aminoacylation|mitochondrial matrix|cytoplasm|mitochondrion|ATP binding,https://www.uniprot.org/uniprotkb/P38705
P38775,GO:0016020|GO:0005783,membrane|endoplasmic reticulum,https://www.uniprot.org/uniprotkb/P38775
P38823,GO:0031578|GO:0061630|GO:0097271|GO:0000921|GO:0051865|GO:0016567|GO:0006511|GO:0090337|GO:0004842|GO:0000151|GO:0000132|GO:0005737|GO:0005829|GO:0032153|GO:0032186|GO:0046872,mitotic spindle orientation checkpoint signaling|ubiquitin protein ligase activity|protein localization to bud neck|septin ring assembly|protein autoubiquitination|protein ubiquitination|ubiquitin-dependent protein catabolic process|regulation of formin-nucleated actin cable assembly|ubiquitin-protein transferase activity|ubiquitin ligase complex|establishment of mitotic spindle orientation|cytoplasm|cytosol|cell division site|cellular bud neck septin ring organization|metal ion binding,https://www.uniprot.org/uniprotkb/P38823
P39721,GO:0016787|GO:0005737,hydrolase activity|cytoplasm,https://www.uniprot.org/uniprotkb/P39721
P39728,NA,NA,https://www.uniprot.org/uniprotkb/P39728
P39735,GO:0000736|GO:1905348|GO:0070337|GO:0070338|GO:0005634,"double-strand break repair via single-strand annealing, removal of nonhomologous ends|endonuclease complex|3'-flap-structured DNA binding|5'-flap-structured DNA binding|nucleus",https://www.uniprot.org/uniprotkb/P39735
P40342,GO:0036261|GO:0008033|GO:0005730,7-methylguanosine cap hypermethylation|tRNA processing|nucleolus,https://www.uniprot.org/uniprotkb/P40342
P40457,GO:0006606|GO:0034398|GO:0000973|GO:0000972|GO:0016973|GO:0006406|GO:0006913|GO:0051300|GO:1901925|GO:0005739|GO:0006355|GO:0005643|GO:0005635|GO:0005654|GO:0017056|GO:0005816|GO:0043021|GO:0044615,protein import into nucleus|telomere tethering at nuclear periphery|post-transcriptional tethering of RNA polymerase II gene DNA at nuclear periphery|transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery|poly(A)+ mRNA export from nucleus|mRNA export from nucleus|nucleocytoplasmic transport|spindle pole body organization|negative regulation of protein import into nucleus during spindle assembly checkpoint|mitochondrion|regulation of DNA-templated transcription|nuclear pore|nuclear envelope|nucleoplasm|structural constituent of nuclear pore|spindle pole body|ribonucleoprotein complex binding|nuclear pore nuclear basket,https://www.uniprot.org/uniprotkb/P40457
P40482,GO:0000329|GO:1902953|GO:0006886|GO:0016236|GO:0090110|GO:0070971|GO:0008270|GO:0000139|GO:0000149|GO:0030127|GO:0005789|GO:0005783|GO:0070863|GO:0005048,fungal-type vacuole membrane|positive regulation of ER to Golgi vesicle-mediated transport|intracellular protein transport|macroautophagy|COPII-coated vesicle cargo loading|endoplasmic reticulum exit site|zinc ion binding|Golgi membrane|SNARE binding|COPII vesicle coat|endoplasmic reticulum membrane|endoplasmic reticulum|positive regulation of protein exit from endoplasmic reticulum|signal sequence binding,https://www.uniprot.org/uniprotkb/P40482
P40528,GO:0016036|GO:0000822|GO:0000329|GO:0006817|GO:0005737|GO:0005739|GO:0005794|GO:0005886|GO:0005315|GO:0007165,cellular response to phosphate starvation|inositol hexakisphosphate binding|fungal-type vacuole membrane|phosphate ion transport|cytoplasm|mitochondrion|Golgi apparatus|plasma membrane|phosphate transmembrane transporter activity|signal transduction,https://www.uniprot.org/uniprotkb/P40528
P40546,GO:0000462|GO:0005730|GO:0005737|GO:0005634,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)|nucleolus|cytoplasm|nucleus",https://www.uniprot.org/uniprotkb/P40546
P42844,GO:0006986|GO:0051087|GO:0006457|GO:0008270|GO:0050821|GO:0030150|GO:0005759|GO:0005743|GO:0005739|GO:0007005,response to unfolded protein|protein-folding chaperone binding|protein folding|zinc ion binding|protein stabilization|protein import into mitochondrial matrix|mitochondrial matrix|mitochondrial inner membrane|mitochondrion|mitochondrion organization,https://www.uniprot.org/uniprotkb/P42844
P43576,NA,NA,https://www.uniprot.org/uniprotkb/P43576
P46983,GO:0000425|GO:0000423|GO:0005777,pexophagy|mitophagy|peroxisome,https://www.uniprot.org/uniprotkb/P46983
P46995,GO:0003723|GO:0009302|GO:0060195|GO:0045128|GO:0030174|GO:0006354|GO:0006355|GO:0006353|GO:0006283|GO:0005634|GO:0140955|GO:0005829|GO:0030437|GO:0000785|GO:0032259|GO:0046975,RNA binding|sno(s)RNA transcription|negative regulation of antisense RNA transcription|negative regulation of reciprocal meiotic recombination|regulation of DNA-templated DNA replication initiation|DNA-templated transcription elongation|regulation of DNA-templated transcription|DNA-templated transcription termination|transcription-coupled nucleotide-excision repair|nucleus|histone H3K36 trimethyltransferase activity|cytosol|ascospore formation|chromatin|methylation|histone H3K36 methyltransferase activity,https://www.uniprot.org/uniprotkb/P46995
P47043,GO:0034224|GO:0000978|GO:0000977|GO:0000981|GO:0008270|GO:0045944|GO:0006357|GO:0005634,"cellular response to zinc ion starvation|RNA polymerase II cis-regulatory region sequence-specific DNA binding|RNA polymerase II transcription regulatory region sequence-specific DNA binding|DNA-binding transcription factor activity, RNA polymerase II-specific|zinc ion binding|positive regulation of transcription by RNA polymerase II|regulation of transcription by RNA polymerase II|nucleus",https://www.uniprot.org/uniprotkb/P47043
P47137,GO:0004032|GO:0004033|GO:0005737|GO:0005634|GO:0042843|GO:0005829|GO:0034599|GO:0019568,aldose reductase (NADPH) activity|aldo-keto reductase (NADPH) activity|cytoplasm|nucleus|D-xylose catabolic process|cytosol|cellular response to oxidative stress|arabinose catabolic process,https://www.uniprot.org/uniprotkb/P47137
P48239,GO:0006749|GO:0004364|GO:0045174|GO:0005737|GO:0005777,glutathione metabolic process|glutathione transferase activity|glutathione dehydrogenase (ascorbate) activity|cytoplasm|peroxisome,https://www.uniprot.org/uniprotkb/P48239
P48567,GO:1990481|GO:0003723|GO:0006400|GO:0005739|GO:0005634|GO:0160148|GO:0009982,mRNA pseudouridine synthesis|RNA binding|tRNA modification|mitochondrion|nucleus|tRNA pseudouridine(55) synthase activity|pseudouridine synthase activity,https://www.uniprot.org/uniprotkb/P48567
P49018,GO:0016255|GO:0006508|GO:0031505|GO:0005789|GO:0005783|GO:0042765|GO:0003923,attachment of GPI anchor to protein|proteolysis|fungal-type cell wall organization|endoplasmic reticulum membrane|endoplasmic reticulum|GPI-anchor transamidase complex|GPI-anchor transamidase activity,https://www.uniprot.org/uniprotkb/P49018
P53064,GO:0003723|GO:2001209|GO:0009302|GO:0016593|GO:0070911|GO:0090262|GO:0000122|GO:0042138|GO:0001015|GO:0003677|GO:0031124|GO:0031126|GO:0006368|GO:0006353|GO:0006357|GO:0005634|GO:1990269|GO:0032968|GO:0000791,RNA binding|positive regulation of transcription elongation by RNA polymerase I|sno(s)RNA transcription|Cdc73/Paf1 complex|global genome nucleotide-excision repair|regulation of transcription-coupled nucleotide-excision repair|negative regulation of transcription by RNA polymerase II|meiotic DNA double-strand break formation|snoRNA transcription by RNA polymerase II|DNA binding|mRNA 3'-end processing|sno(s)RNA 3'-end processing|transcription elongation by RNA polymerase II|DNA-templated transcription termination|regulation of transcription by RNA polymerase II|nucleus|RNA polymerase II C-terminal domain phosphoserine binding|positive regulation of transcription elongation by RNA polymerase II|euchromatin,https://www.uniprot.org/uniprotkb/P53064
P53338,GO:0000981|GO:0000023|GO:0008270|GO:0003677|GO:0006351|GO:0005634|GO:0005975,"DNA-binding transcription factor activity, RNA polymerase II-specific|maltose metabolic process|zinc ion binding|DNA binding|DNA-templated transcription|nucleus|carbohydrate metabolic process",https://www.uniprot.org/uniprotkb/P53338
P53751,GO:0006623|GO:0016020|GO:0006895|GO:0006896|GO:0005794|GO:0005783|GO:0005829,protein targeting to vacuole|membrane|Golgi to endosome transport|Golgi to vacuole transport|Golgi apparatus|endoplasmic reticulum|cytosol,https://www.uniprot.org/uniprotkb/P53751
P53853,GO:0036211|GO:0003682|GO:0070775|GO:0006334|GO:0006303|GO:0005634|GO:0015031|GO:0042802|GO:0005829|GO:0042393|GO:0000785|GO:0010698,protein modification process|chromatin binding|H3 histone acetyltransferase complex|nucleosome assembly|double-strand break repair via nonhomologous end joining|nucleus|protein transport|identical protein binding|cytosol|histone binding|chromatin|acetyltransferase activator activity,https://www.uniprot.org/uniprotkb/P53853
P53924,GO:0031578|GO:0061630|GO:0097271|GO:0000921|GO:0051865|GO:0016567|GO:0006511|GO:0090337|GO:0004842|GO:0000151|GO:0000132|GO:0005737|GO:0005829|GO:0005934|GO:0032153|GO:0032186|GO:0032177|GO:0046872,mitotic spindle orientation checkpoint signaling|ubiquitin protein ligase activity|protein localization to bud neck|septin ring assembly|protein autoubiquitination|protein ubiquitination|ubiquitin-dependent protein catabolic process|regulation of formin-nucleated actin cable assembly|ubiquitin-protein transferase activity|ubiquitin ligase complex|establishment of mitotic spindle orientation|cytoplasm|cytosol|cellular bud tip|cell division site|cellular bud neck septin ring organization|cellular bud neck split septin rings|metal ion binding,https://www.uniprot.org/uniprotkb/P53924
P53938,GO:0006487|GO:0005789|GO:0005783|GO:0034599,protein N-linked glycosylation|endoplasmic reticulum membrane|endoplasmic reticulum|cellular response to oxidative stress,https://www.uniprot.org/uniprotkb/P53938
P53940,GO:0034399|GO:0016925|GO:0043335|GO:0051087|GO:0051082|GO:0001671|GO:0005737|GO:0005739|GO:0005634|GO:0042026|GO:0005829|GO:0030544|GO:0042405|GO:0046872,nuclear periphery|protein sumoylation|protein unfolding|protein-folding chaperone binding|unfolded protein binding|ATPase activator activity|cytoplasm|mitochondrion|nucleus|protein refolding|cytosol|Hsp70 protein binding|nuclear inclusion body|metal ion binding,https://www.uniprot.org/uniprotkb/P53940
Q02783,GO:0045016|GO:0005743|GO:0015095,mitochondrial magnesium ion transmembrane transport|mitochondrial inner membrane|magnesium ion transmembrane transporter activity,https://www.uniprot.org/uniprotkb/Q02783
Q02793,GO:0000956|GO:0000228|GO:0065003|GO:0065004|GO:0006402|GO:0051607|GO:0070481|GO:0070478|GO:0005634|GO:0055087|GO:0007131,"nuclear-transcribed mRNA catabolic process|nuclear chromosome|protein-containing complex assembly|protein-DNA complex assembly|mRNA catabolic process|defense response to virus|nuclear-transcribed mRNA catabolic process, non-stop decay|nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay|nucleus|Ski complex|reciprocal meiotic recombination",https://www.uniprot.org/uniprotkb/Q02793
Q03124,GO:0009303|GO:0016586|GO:0003677|GO:0006337|GO:0006368|GO:0006338|GO:0006355|GO:0006357|GO:0000785,rRNA transcription|RSC-type complex|DNA binding|nucleosome disassembly|transcription elongation by RNA polymerase II|chromatin remodeling|regulation of DNA-templated transcription|regulation of transcription by RNA polymerase II|chromatin,https://www.uniprot.org/uniprotkb/Q03124
Q03362,GO:0005783,endoplasmic reticulum,https://www.uniprot.org/uniprotkb/Q03362
Q03973,GO:0001174|GO:2001034|GO:0000400|GO:0051276|GO:0060962|GO:0008301|GO:0044804|GO:0005730|GO:0005737|GO:0003690|GO:0006325|GO:0006338|GO:0006356|GO:0006265|GO:0005634|GO:0033553|GO:0070550|GO:0005829|GO:0030261|GO:0000785|GO:0032040,"transcriptional start site selection at RNA polymerase II promoter|positive regulation of double-strand break repair via nonhomologous end joining|four-way junction DNA binding|chromosome organization|regulation of ribosomal protein gene transcription by RNA polymerase II|DNA binding, bending|nucleophagy|nucleolus|cytoplasm|double-stranded DNA binding|chromatin organization|chromatin remodeling|regulation of transcription by RNA polymerase I|DNA topological change|nucleus|rDNA heterochromatin|rDNA chromatin condensation|cytosol|chromosome condensation|chromatin|small-subunit processome",https://www.uniprot.org/uniprotkb/Q03973
Q04005,GO:0005737|GO:0005634|GO:0030003|GO:0007121,cytoplasm|nucleus|intracellular monoatomic cation homeostasis|bipolar cellular bud site selection,https://www.uniprot.org/uniprotkb/Q04005
Q04080,GO:0016020|GO:0016255|GO:0031505|GO:0005789|GO:0005783|GO:0005637|GO:0042765,membrane|attachment of GPI anchor to protein|fungal-type cell wall organization|endoplasmic reticulum membrane|endoplasmic reticulum|nuclear inner membrane|GPI-anchor transamidase complex,https://www.uniprot.org/uniprotkb/Q04080
Q04608,GO:0005739,mitochondrion,https://www.uniprot.org/uniprotkb/Q04608
Q04895,GO:0015720|GO:0015851|GO:0000324|GO:0000256|GO:0006144|GO:0005274|GO:0005886|GO:0015205,allantoin transport|nucleobase transport|fungal-type vacuole|allantoin catabolic process|purine nucleobase metabolic process|allantoin:proton symporter activity|plasma membrane|nucleobase transmembrane transporter activity,https://www.uniprot.org/uniprotkb/Q04895
Q06053,GO:0003729|GO:0034399|GO:0102265|GO:0006400|GO:0006397|GO:0050660|GO:0017150|GO:0005737|GO:0005634|GO:0046872,mRNA binding|nuclear periphery|tRNA-dihydrouridine47 synthase activity|tRNA modification|mRNA processing|flavin adenine dinucleotide binding|tRNA dihydrouridine synthase activity|cytoplasm|nucleus|metal ion binding,https://www.uniprot.org/uniprotkb/Q06053
Q06163,GO:0003721|GO:0000333|GO:0070034|GO:0042162|GO:0005730|GO:0005634|GO:0005697|GO:0000781|GO:0007004|GO:0046872,"obsolete telomerase RNA reverse transcriptase activity|telomerase catalytic core complex|telomerase RNA binding|telomeric DNA binding|nucleolus|nucleus|telomerase holoenzyme complex|chromosome, telomeric region|telomere maintenance via telomerase|metal ion binding",https://www.uniprot.org/uniprotkb/Q06163
Q06236,GO:0048039|GO:0005749|GO:0005743|GO:0005739|GO:0006121|GO:0006099|GO:0020037|GO:0046872,"ubiquinone binding|obsolete mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)|mitochondrial inner membrane|mitochondrion|mitochondrial electron transport, succinate to ubiquinone|tricarboxylic acid cycle|heme binding|metal ion binding",https://www.uniprot.org/uniprotkb/Q06236
Q06497,GO:0006635|GO:0015867|GO:0015866|GO:0000295|GO:0005737|GO:0005778|GO:0015217|GO:0005347|GO:1902600|GO:0007031,fatty acid beta-oxidation|ATP transport|ADP transport|adenine nucleotide transmembrane transporter activity|cytoplasm|peroxisomal membrane|ADP transmembrane transporter activity|ATP transmembrane transporter activity|proton transmembrane transport|peroxisome organization,https://www.uniprot.org/uniprotkb/Q06497
Q06538,GO:0000329|GO:0006812|GO:0005783|GO:0005227|GO:0005886,fungal-type vacuole membrane|monoatomic cation transport|endoplasmic reticulum|calcium-activated cation channel activity|plasma membrane,https://www.uniprot.org/uniprotkb/Q06538
Q06596,GO:0001228|GO:0071243|GO:0000978|GO:0000976|GO:0090575|GO:0005737|GO:0003677|GO:0045944|GO:0005634,"DNA-binding transcription activator activity, RNA polymerase II-specific|cellular response to arsenic-containing substance|RNA polymerase II cis-regulatory region sequence-specific DNA binding|transcription cis-regulatory region binding|RNA polymerase II transcription regulator complex|cytoplasm|DNA binding|positive regulation of transcription by RNA polymerase II|nucleus",https://www.uniprot.org/uniprotkb/Q06596
Q06625,GO:0102500|GO:0004135|GO:0004134|GO:0005737|GO:0005739|GO:0005980|GO:0005978,"obsolete beta-maltose 4-alpha-glucanotransferase activity|amylo-alpha-1,6-glucosidase activity|4-alpha-glucanotransferase activity|cytoplasm|mitochondrion|glycogen catabolic process|glycogen biosynthetic process",https://www.uniprot.org/uniprotkb/Q06625
Q06704,GO:0016192|GO:0000139|GO:0005794|GO:0005829|GO:0043001|GO:0034976,vesicle-mediated transport|Golgi membrane|Golgi apparatus|cytosol|Golgi to plasma membrane protein transport|response to endoplasmic reticulum stress,https://www.uniprot.org/uniprotkb/Q06704
Q06836,GO:0034067|GO:0006887|GO:0016192|GO:0000139|GO:0005739|GO:0005085|GO:0032014|GO:0034976,protein localization to Golgi apparatus|exocytosis|vesicle-mediated transport|Golgi membrane|mitochondrion|guanyl-nucleotide exchange factor activity|positive regulation of ARF protein signal transduction|response to endoplasmic reticulum stress,https://www.uniprot.org/uniprotkb/Q06836
