Protein ID,GO ID,Function,Link
A0A1I4S0T0,GO:0009279|GO:0006826,cell outer membrane|iron ion transport,https://www.uniprot.org/uniprotkb/A0A1I4S0T0
A0A1I4UEQ2,GO:0097163|GO:0002143|GO:0016783|GO:1990228,sulfur carrier activity|tRNA wobble position uridine thiolation|sulfurtransferase activity|sulfurtransferase complex,https://www.uniprot.org/uniprotkb/A0A1I4UEQ2
A0A9E6NPI5,GO:0001681|GO:0005975,sialate O-acetylesterase activity|carbohydrate metabolic process,https://www.uniprot.org/uniprotkb/A0A9E6NPI5
A0A1I4Q5R9,GO:0005886,plasma membrane,https://www.uniprot.org/uniprotkb/A0A1I4Q5R9
A0A1I4NLQ0,GO:0003700|GO:0003677|GO:0005829,DNA-binding transcription factor activity|DNA binding|cytosol,https://www.uniprot.org/uniprotkb/A0A1I4NLQ0
A0A1I4R6Z1,GO:0016836|GO:0047580,hydro-lyase activity|4-hydroxyproline epimerase activity,https://www.uniprot.org/uniprotkb/A0A1I4R6Z1
A0A1I4PDY3,GO:0106411|GO:0005829|GO:0046872,XMP 5'-nucleosidase activity|cytosol|metal ion binding,https://www.uniprot.org/uniprotkb/A0A1I4PDY3
A0A1I4YF35,GO:0008490|GO:0005886|GO:0042960|GO:0046685,arsenite secondary active transmembrane transporter activity|plasma membrane|antimonite secondary active transmembrane transporter activity|response to arsenic-containing substance,https://www.uniprot.org/uniprotkb/A0A1I4YF35
A0A9E6T996,GO:0006783|GO:0003824|GO:0051536|GO:0046872,heme biosynthetic process|catalytic activity|iron-sulfur cluster binding|metal ion binding,https://www.uniprot.org/uniprotkb/A0A9E6T996
A0A1I4V179,GO:0009372|GO:0003677|GO:0006355,quorum sensing|DNA binding|regulation of DNA-templated transcription,https://www.uniprot.org/uniprotkb/A0A1I4V179
A0A1I4P1N9,GO:0006552|GO:0050660|GO:0008470,L-leucine catabolic process|flavin adenine dinucleotide binding|3-methylbutanoyl-CoA dehydrogenase activity,https://www.uniprot.org/uniprotkb/A0A1I4P1N9
A0A1I4NZ88,GO:0009245|GO:0016746,lipid A biosynthetic process|acyltransferase activity,https://www.uniprot.org/uniprotkb/A0A1I4NZ88
A0A1I4P3H9,GO:0016887|GO:0006260|GO:0005524,ATP hydrolysis activity|DNA replication|ATP binding,https://www.uniprot.org/uniprotkb/A0A1I4P3H9
A0A1I4UE69,GO:0009247|GO:0046506|GO:0046510,glycolipid biosynthetic process|sulfolipid biosynthetic process|UDP-sulfoquinovose:DAG sulfoquinovosyltransferase activity,https://www.uniprot.org/uniprotkb/A0A1I4UE69
A0A1I4W0C8,GO:0015171|GO:0005886,amino acid transmembrane transporter activity|plasma membrane,https://www.uniprot.org/uniprotkb/A0A1I4W0C8
A0A1I4RZL7,GO:0005886|GO:0022857,plasma membrane|transmembrane transporter activity,https://www.uniprot.org/uniprotkb/A0A1I4RZL7
A0A1I4P7S2,GO:0062193|GO:0048029|GO:0016872|GO:0005829|GO:0019303,D-ribose pyranase activity|monosaccharide binding|intramolecular lyase activity|cytosol|D-ribose catabolic process,https://www.uniprot.org/uniprotkb/A0A1I4P7S2
A0A9E6TEA6,GO:0009245|GO:0000036|GO:0000035|GO:0005829,lipid A biosynthetic process|acyl carrier activity|acyl binding|cytosol,https://www.uniprot.org/uniprotkb/A0A9E6TEA6
A0A1I4UIB2,GO:0090433|GO:0035336|GO:0005886|GO:0005811,palmitoyl-CoA ligase activity|long-chain fatty-acyl-CoA metabolic process|plasma membrane|lipid droplet,https://www.uniprot.org/uniprotkb/A0A1I4UIB2
A0A1I4PYF1,GO:0043590|GO:0003727|GO:0005737|GO:0003690,bacterial nucleoid|single-stranded RNA binding|cytoplasm|double-stranded DNA binding,https://www.uniprot.org/uniprotkb/A0A1I4PYF1
A0A1I4Y468,GO:0003700|GO:0000976,DNA-binding transcription factor activity|transcription cis-regulatory region binding,https://www.uniprot.org/uniprotkb/A0A1I4Y468
A0A1I4UE18,GO:0016020|GO:0003856|GO:0009073|GO:0046872,membrane|3-dehydroquinate synthase activity|aromatic amino acid family biosynthetic process|metal ion binding,https://www.uniprot.org/uniprotkb/A0A1I4UE18
A0A1I4ZBZ8,GO:0009395|GO:0004630|GO:0060627|GO:0043231|GO:0005886,phospholipid catabolic process|phospholipase D activity|regulation of vesicle-mediated transport|intracellular membrane-bounded organelle|plasma membrane,https://www.uniprot.org/uniprotkb/A0A1I4ZBZ8
A0A1I4VZ42,GO:0009055|GO:0051539|GO:0005886|GO:0046872,"electron transfer activity|4 iron, 4 sulfur cluster binding|plasma membrane|metal ion binding",https://www.uniprot.org/uniprotkb/A0A1I4VZ42
A0A1I4NKV5,GO:0005829|GO:0003955,cytosol|NAD(P)H dehydrogenase (quinone) activity,https://www.uniprot.org/uniprotkb/A0A1I4NKV5
A0A9E6NQV0,GO:0009007|GO:0009307|GO:0008170|GO:0003677|GO:0032259,site-specific DNA-methyltransferase (adenine-specific) activity|DNA restriction-modification system|N-methyltransferase activity|DNA binding|methylation,https://www.uniprot.org/uniprotkb/A0A9E6NQV0
A0A1I4WXH4,GO:0004089|GO:0008270|GO:0015976,carbonate dehydratase activity|zinc ion binding|carbon utilization,https://www.uniprot.org/uniprotkb/A0A1I4WXH4
A0A1I4TJW6,GO:0009247|GO:0046506|GO:0046510,glycolipid biosynthetic process|sulfolipid biosynthetic process|UDP-sulfoquinovose:DAG sulfoquinovosyltransferase activity,https://www.uniprot.org/uniprotkb/A0A1I4TJW6
A0A1I4Y4J0,GO:0016887|GO:0005886|GO:0005524|GO:0015416,ATP hydrolysis activity|plasma membrane|ATP binding|ABC-type phosphonate transporter activity,https://www.uniprot.org/uniprotkb/A0A1I4Y4J0
A0A9E6NNU1,GO:0003677|GO:0006310|GO:0015074,DNA binding|DNA recombination|DNA integration,https://www.uniprot.org/uniprotkb/A0A9E6NNU1
A0A1I4XK33,GO:0003852|GO:0009098|GO:0030145|GO:0008701|GO:0005829|GO:0019298|GO:0019439,2-isopropylmalate synthase activity|L-leucine biosynthetic process|manganese ion binding|4-hydroxy-2-oxovalerate aldolase activity|cytosol|coenzyme B biosynthetic process|obsolete aromatic compound catabolic process,https://www.uniprot.org/uniprotkb/A0A1I4XK33
A0A1I4VIF6,GO:0009289|GO:0043709,pilus|cell adhesion involved in single-species biofilm formation,https://www.uniprot.org/uniprotkb/A0A1I4VIF6
A0A1I4V046,GO:0003824,catalytic activity,https://www.uniprot.org/uniprotkb/A0A1I4V046
A0A1I4R708,GO:0070324|GO:0005737|GO:0042403,thyroid hormone binding|cytoplasm|thyroid hormone metabolic process,https://www.uniprot.org/uniprotkb/A0A1I4R708
A0A9E6NJB4,GO:0003700|GO:0032993,DNA-binding transcription factor activity|protein-DNA complex,https://www.uniprot.org/uniprotkb/A0A9E6NJB4
A0A1I4QXD4,GO:0043190|GO:0005548,ATP-binding cassette (ABC) transporter complex|phospholipid transporter activity,https://www.uniprot.org/uniprotkb/A0A1I4QXD4
A0A1I4UWJ1,GO:0003676|GO:0005829|GO:0010468,nucleic acid binding|cytosol|regulation of gene expression,https://www.uniprot.org/uniprotkb/A0A1I4UWJ1
A0A1I4RJD7,GO:0005829,cytosol,https://www.uniprot.org/uniprotkb/A0A1I4RJD7
A0A1I4TIL7,GO:0052856|GO:0052857|GO:0052855|GO:0110051|GO:0047453|GO:0005524|GO:0046496,NADHX epimerase activity|NADPHX epimerase activity|ADP-dependent NAD(P)H-hydrate dehydratase activity|metabolite repair|ATP-dependent NAD(P)H-hydrate dehydratase activity|ATP binding|nicotinamide nucleotide metabolic process,https://www.uniprot.org/uniprotkb/A0A1I4TIL7
A0A1I4YRJ2,GO:0016020|GO:0015386|GO:0015385,membrane|potassium:proton antiporter activity|sodium:proton antiporter activity,https://www.uniprot.org/uniprotkb/A0A1I4YRJ2
A0A1I4PTE0,GO:0005829|GO:0003959|GO:0010181,cytosol|NADPH dehydrogenase activity|FMN binding,https://www.uniprot.org/uniprotkb/A0A1I4PTE0
A0A1I4XIU1,GO:0004497|GO:0042602|GO:0010181,monooxygenase activity|riboflavin reductase (NADPH) activity|FMN binding,https://www.uniprot.org/uniprotkb/A0A1I4XIU1
A0A1I4U1M4,GO:0003677|GO:0006310|GO:0015074,DNA binding|DNA recombination|DNA integration,https://www.uniprot.org/uniprotkb/A0A1I4U1M4
A0A1I4NYR0,GO:0015833|GO:0016887|GO:0015675|GO:0005886|GO:0005524,peptide transport|ATP hydrolysis activity|nickel cation transport|plasma membrane|ATP binding,https://www.uniprot.org/uniprotkb/A0A1I4NYR0
A0A1I4TJJ8,GO:0010253|GO:0010280|GO:0010315|GO:0051555|GO:0008460|GO:0050377,"UDP-rhamnose biosynthetic process|UDP-L-rhamnose synthase activity|auxin export across the plasma membrane|flavonol biosynthetic process|dTDP-glucose 4,6-dehydratase activity|UDP-glucose 4,6-dehydratase activity",https://www.uniprot.org/uniprotkb/A0A1I4TJJ8
A0A1I4XK46,GO:0005737|GO:0008684,cytoplasm|2-oxopent-4-enoate hydratase activity,https://www.uniprot.org/uniprotkb/A0A1I4XK46
A0A1I4QJA0,GO:0009058|GO:0008483|GO:0030170,biosynthetic process|transaminase activity|pyridoxal phosphate binding,https://www.uniprot.org/uniprotkb/A0A1I4QJA0
A0A1I4YYR5,GO:0047661,amino-acid racemase activity,https://www.uniprot.org/uniprotkb/A0A1I4YYR5
A0A1I4P1L7,GO:0051536|GO:0030430|GO:0046718,iron-sulfur cluster binding|host cell cytoplasm|symbiont entry into host cell,https://www.uniprot.org/uniprotkb/A0A1I4P1L7
A0A1I4R4N7,GO:0009426|GO:0071978,"bacterial-type flagellum basal body, distal rod|bacterial-type flagellum-dependent swarming motility",https://www.uniprot.org/uniprotkb/A0A1I4R4N7
A0A1I4R3B6,GO:0009288|GO:0044781|GO:0015031|GO:0005886|GO:0071973,bacterial-type flagellum|bacterial-type flagellum organization|protein transport|plasma membrane|bacterial-type flagellum-dependent cell motility,https://www.uniprot.org/uniprotkb/A0A1I4R3B6
A0A1I4P8C8,GO:0003677|GO:0006310|GO:0015074,DNA binding|DNA recombination|DNA integration,https://www.uniprot.org/uniprotkb/A0A1I4P8C8
A0A1I4UFL6,GO:0004364|GO:0005737,glutathione transferase activity|cytoplasm,https://www.uniprot.org/uniprotkb/A0A1I4UFL6
A0A9E6TAV6,GO:0015562|GO:1990281|GO:0015288,efflux transmembrane transporter activity|efflux pump complex|porin activity,https://www.uniprot.org/uniprotkb/A0A9E6TAV6
A0A1I4XH47,GO:0016491,oxidoreductase activity,https://www.uniprot.org/uniprotkb/A0A1I4XH47
A0A1I4S4Z5,GO:0003700|GO:0009058|GO:0008483|GO:0030170|GO:0003677,DNA-binding transcription factor activity|biosynthetic process|transaminase activity|pyridoxal phosphate binding|DNA binding,https://www.uniprot.org/uniprotkb/A0A1I4S4Z5
A0A1I4S330,GO:0016829,lyase activity,https://www.uniprot.org/uniprotkb/A0A1I4S330
A0A1I4VIM6,GO:0061077|GO:0030288|GO:0071555,chaperone-mediated protein folding|outer membrane-bounded periplasmic space|cell wall organization,https://www.uniprot.org/uniprotkb/A0A1I4VIM6
A0A1I4WUW5,GO:0015562|GO:1990281,efflux transmembrane transporter activity|efflux pump complex,https://www.uniprot.org/uniprotkb/A0A1I4WUW5
A0A1I4XHU6,GO:0016627|GO:0050660|GO:0005886,"oxidoreductase activity, acting on the CH-CH group of donors|flavin adenine dinucleotide binding|plasma membrane",https://www.uniprot.org/uniprotkb/A0A1I4XHU6
A0A1I4NLH1,GO:0003700|GO:0000976,DNA-binding transcription factor activity|transcription cis-regulatory region binding,https://www.uniprot.org/uniprotkb/A0A1I4NLH1
A0A1I4R3C3,GO:0003774|GO:0009288|GO:0044781|GO:0015031|GO:0005829|GO:0071973,cytoskeletal motor activity|bacterial-type flagellum|bacterial-type flagellum organization|protein transport|cytosol|bacterial-type flagellum-dependent cell motility,https://www.uniprot.org/uniprotkb/A0A1I4R3C3
A0A1I4VT01,GO:0043565|GO:0003700|GO:0006351,sequence-specific DNA binding|DNA-binding transcription factor activity|DNA-templated transcription,https://www.uniprot.org/uniprotkb/A0A1I4VT01
A0A1I4XKI1,GO:0015833|GO:0016887|GO:0015675|GO:0005886|GO:0005524,peptide transport|ATP hydrolysis activity|nickel cation transport|plasma membrane|ATP binding,https://www.uniprot.org/uniprotkb/A0A1I4XKI1
A0A1I4YI20,GO:0015889|GO:0009279|GO:0015344,cobalamin transport|cell outer membrane|siderophore uptake transmembrane transporter activity,https://www.uniprot.org/uniprotkb/A0A1I4YI20
A0A1I4V3R8,GO:0016020|GO:0003796|GO:0006935|GO:0007165,membrane|lysozyme activity|chemotaxis|signal transduction,https://www.uniprot.org/uniprotkb/A0A1I4V3R8
A0A1I4QIG1,GO:0016757|GO:0005886,glycosyltransferase activity|plasma membrane,https://www.uniprot.org/uniprotkb/A0A1I4QIG1
A0A1I4VTS8,GO:0003700|GO:0000976,DNA-binding transcription factor activity|transcription cis-regulatory region binding,https://www.uniprot.org/uniprotkb/A0A1I4VTS8
A0A1I4UDZ1,GO:0000271|GO:0008483|GO:0030170,polysaccharide biosynthetic process|transaminase activity|pyridoxal phosphate binding,https://www.uniprot.org/uniprotkb/A0A1I4UDZ1
A0A9E6NNY7,GO:0001681|GO:0005975,sialate O-acetylesterase activity|carbohydrate metabolic process,https://www.uniprot.org/uniprotkb/A0A9E6NNY7
A0A1I4NZD6,GO:0043565|GO:0003700|GO:0006351,sequence-specific DNA binding|DNA-binding transcription factor activity|DNA-templated transcription,https://www.uniprot.org/uniprotkb/A0A1I4NZD6
A0A1I4WPY8,GO:0000976|GO:0000156|GO:0006355|GO:0005829|GO:0032993,transcription cis-regulatory region binding|phosphorelay response regulator activity|regulation of DNA-templated transcription|cytosol|protein-DNA complex,https://www.uniprot.org/uniprotkb/A0A1I4WPY8
A0A1I4VSP0,GO:0005886|GO:0042970,plasma membrane|homoserine transmembrane transporter activity,https://www.uniprot.org/uniprotkb/A0A1I4VSP0
A0A1I4XIC8,GO:0003995,acyl-CoA dehydrogenase activity,https://www.uniprot.org/uniprotkb/A0A1I4XIC8
A0A1I4UM58,GO:0016020|GO:0016491,membrane|oxidoreductase activity,https://www.uniprot.org/uniprotkb/A0A1I4UM58
A0A1I4VG67,GO:0043190|GO:0015920|GO:0140359,ATP-binding cassette (ABC) transporter complex|lipopolysaccharide transport|ABC-type transporter activity,https://www.uniprot.org/uniprotkb/A0A1I4VG67
A0A1I4UI74,GO:0003700|GO:0000976,DNA-binding transcription factor activity|transcription cis-regulatory region binding,https://www.uniprot.org/uniprotkb/A0A1I4UI74
A0A1I4RJ73,GO:0009396|GO:0035999|GO:0005524|GO:0030272|GO:0046872,folic acid-containing compound biosynthetic process|tetrahydrofolate interconversion|ATP binding|5-formyltetrahydrofolate cyclo-ligase activity|metal ion binding,https://www.uniprot.org/uniprotkb/A0A1I4RJ73
A0A1I4PWK8,GO:0061077|GO:0030288|GO:0071555,chaperone-mediated protein folding|outer membrane-bounded periplasmic space|cell wall organization,https://www.uniprot.org/uniprotkb/A0A1I4PWK8
A0A1I4TJE7,NA,NA,https://www.uniprot.org/uniprotkb/A0A1I4TJE7
A0A1I4VTD2,GO:0005886|GO:0022857,plasma membrane|transmembrane transporter activity,https://www.uniprot.org/uniprotkb/A0A1I4VTD2
A0A1I4X0M0,GO:0051015|GO:0051016|GO:0005996|GO:0005886|GO:0005856,actin filament binding|barbed-end actin filament capping|monosaccharide metabolic process|plasma membrane|cytoskeleton,https://www.uniprot.org/uniprotkb/A0A1I4X0M0
A0A1I4W0Y8,GO:0016567|GO:0016874|GO:0004842,protein ubiquitination|ligase activity|ubiquitin-protein transferase activity,https://www.uniprot.org/uniprotkb/A0A1I4W0Y8
A0A1I4NMF3,GO:0000976|GO:0000156|GO:0006355|GO:0005829|GO:0032993,transcription cis-regulatory region binding|phosphorelay response regulator activity|regulation of DNA-templated transcription|cytosol|protein-DNA complex,https://www.uniprot.org/uniprotkb/A0A1I4NMF3
A0A1I4XGY0,GO:0004497|GO:0051537|GO:0050660,"monooxygenase activity|2 iron, 2 sulfur cluster binding|flavin adenine dinucleotide binding",https://www.uniprot.org/uniprotkb/A0A1I4XGY0
A0A1I4R5J4,GO:0004020|GO:0000103|GO:0070814|GO:0005524|GO:0050428,adenylylsulfate kinase activity|sulfate assimilation|hydrogen sulfide biosynthetic process|ATP binding|3'-phosphoadenosine 5'-phosphosulfate biosynthetic process,https://www.uniprot.org/uniprotkb/A0A1I4R5J4
A0A1I4P3Z0,GO:0042834|GO:0030428|GO:0032153|GO:0032506,peptidoglycan binding|cell septum|cell division site|cytokinetic process,https://www.uniprot.org/uniprotkb/A0A1I4P3Z0
A0A1I4TJ71,GO:0016020|GO:0016780,"membrane|phosphotransferase activity, for other substituted phosphate groups",https://www.uniprot.org/uniprotkb/A0A1I4TJ71
A0A1I4NUJ6,GO:0016491|GO:0005737,oxidoreductase activity|cytoplasm,https://www.uniprot.org/uniprotkb/A0A1I4NUJ6
A0A1I4VGH8,GO:0015774|GO:0000271|GO:0016757,polysaccharide transport|polysaccharide biosynthetic process|glycosyltransferase activity,https://www.uniprot.org/uniprotkb/A0A1I4VGH8
A0A1I4X6K7,GO:0016020|GO:0035879|GO:0015355,membrane|plasma membrane lactate transport|secondary active monocarboxylate transmembrane transporter activity,https://www.uniprot.org/uniprotkb/A0A1I4X6K7
A0A1I4VGT6,GO:0016757,glycosyltransferase activity,https://www.uniprot.org/uniprotkb/A0A1I4VGT6
A0A1I4XP87,GO:0043565|GO:0003700|GO:0006351,sequence-specific DNA binding|DNA-binding transcription factor activity|DNA-templated transcription,https://www.uniprot.org/uniprotkb/A0A1I4XP87
A0A1I4U0P2,GO:0006351|GO:0006355,DNA-templated transcription|regulation of DNA-templated transcription,https://www.uniprot.org/uniprotkb/A0A1I4U0P2
A0A1I4WDX9,GO:0003677|GO:0006310|GO:0015074,DNA binding|DNA recombination|DNA integration,https://www.uniprot.org/uniprotkb/A0A1I4WDX9
A0A1I4NYP6,GO:0015833|GO:1904680|GO:0043190|GO:0030288,peptide transport|peptide transmembrane transporter activity|ATP-binding cassette (ABC) transporter complex|outer membrane-bounded periplasmic space,https://www.uniprot.org/uniprotkb/A0A1I4NYP6
A0A1I4UM72,GO:0004758|GO:0030170|GO:0046512|GO:0046513,serine C-palmitoyltransferase activity|pyridoxal phosphate binding|sphingosine biosynthetic process|ceramide biosynthetic process,https://www.uniprot.org/uniprotkb/A0A1I4UM72
A0A1I4U1A4,GO:0005829|GO:0005506|GO:0034599,cytosol|iron ion binding|cellular response to oxidative stress,https://www.uniprot.org/uniprotkb/A0A1I4U1A4
A0A1I4NZA6,GO:0016052|GO:0009063|GO:0000287|GO:0016836,carbohydrate catabolic process|amino acid catabolic process|magnesium ion binding|hydro-lyase activity,https://www.uniprot.org/uniprotkb/A0A1I4NZA6
A0A1I4NLZ8,GO:0009097|GO:0009099|GO:0000287|GO:0050660|GO:0030976|GO:0005948|GO:0003984,isoleucine biosynthetic process|valine biosynthetic process|magnesium ion binding|flavin adenine dinucleotide binding|thiamine pyrophosphate binding|acetolactate synthase complex|acetolactate synthase activity,https://www.uniprot.org/uniprotkb/A0A1I4NLZ8
A0A1I4YCP4,GO:0003824,catalytic activity,https://www.uniprot.org/uniprotkb/A0A1I4YCP4
A0A1I4XAI9,GO:0006552|GO:0050660|GO:0008470,L-leucine catabolic process|flavin adenine dinucleotide binding|3-methylbutanoyl-CoA dehydrogenase activity,https://www.uniprot.org/uniprotkb/A0A1I4XAI9
A0A1I4R084,GO:0004713|GO:0005829,protein tyrosine kinase activity|cytosol,https://www.uniprot.org/uniprotkb/A0A1I4R084
A0A1I4X8Z4,GO:0046177|GO:0046316|GO:0005737|GO:0005524,D-gluconate catabolic process|gluconokinase activity|cytoplasm|ATP binding,https://www.uniprot.org/uniprotkb/A0A1I4X8Z4
A0A1I4XV66,GO:0003677|GO:0006310|GO:0015074,DNA binding|DNA recombination|DNA integration,https://www.uniprot.org/uniprotkb/A0A1I4XV66
A0A1I4XKE1,GO:0000334|GO:0034354|GO:0006569|GO:0043420|GO:0008198|GO:0005737|GO:0019805,"3-hydroxyanthranilate 3,4-dioxygenase activity|'de novo' NAD biosynthetic process from tryptophan|tryptophan catabolic process|anthranilate metabolic process|ferrous iron binding|cytoplasm|quinolinate biosynthetic process",https://www.uniprot.org/uniprotkb/A0A1I4XKE1
A0A1I4R079,GO:0005886|GO:0007030,plasma membrane|Golgi organization,https://www.uniprot.org/uniprotkb/A0A1I4R079
A0A1I4ZAW1,GO:0047617,fatty acyl-CoA hydrolase activity,https://www.uniprot.org/uniprotkb/A0A1I4ZAW1
A0A1I4RAL5,GO:0008237,metallopeptidase activity,https://www.uniprot.org/uniprotkb/A0A1I4RAL5
A0A1I4Y5A9,GO:0016491|GO:0005737,oxidoreductase activity|cytoplasm,https://www.uniprot.org/uniprotkb/A0A1I4Y5A9
A0A1I4R7E3,GO:0043190|GO:0015184,ATP-binding cassette (ABC) transporter complex|L-cystine transmembrane transporter activity,https://www.uniprot.org/uniprotkb/A0A1I4R7E3
A0A1I4UL40,GO:0043190|GO:0015920|GO:0140359,ATP-binding cassette (ABC) transporter complex|lipopolysaccharide transport|ABC-type transporter activity,https://www.uniprot.org/uniprotkb/A0A1I4UL40
A0A1I4VHV2,GO:0004333|GO:0005737|GO:0006106|GO:0006108|GO:0006099,fumarate hydratase activity|cytoplasm|fumarate metabolic process|malate metabolic process|tricarboxylic acid cycle,https://www.uniprot.org/uniprotkb/A0A1I4VHV2
A0A1I4P176,GO:0009247|GO:0005886|GO:0005811,glycolipid biosynthetic process|plasma membrane|lipid droplet,https://www.uniprot.org/uniprotkb/A0A1I4P176
A0A1I4ULB7,GO:0004713|GO:0005886,protein tyrosine kinase activity|plasma membrane,https://www.uniprot.org/uniprotkb/A0A1I4ULB7
A0A1I4VGH2,GO:0009243|GO:0048269|GO:0048270|GO:0006556|GO:0045226|GO:0008831|GO:0005829|GO:0019305,O antigen biosynthetic process|methionine adenosyltransferase complex|methionine adenosyltransferase regulator activity|S-adenosylmethionine biosynthetic process|extracellular polysaccharide biosynthetic process|dTDP-4-dehydrorhamnose reductase activity|cytosol|dTDP-rhamnose biosynthetic process,https://www.uniprot.org/uniprotkb/A0A1I4VGH2
A0A1I4WVW2,GO:0005886|GO:0042910,plasma membrane|xenobiotic transmembrane transporter activity,https://www.uniprot.org/uniprotkb/A0A1I4WVW2
A0A1I4NYA4,GO:0016887|GO:0005524|GO:0015995,ATP hydrolysis activity|ATP binding|chlorophyll biosynthetic process,https://www.uniprot.org/uniprotkb/A0A1I4NYA4
A0A1I4XHE1,GO:0016042|GO:0004497|GO:0016705|GO:0051537|GO:0008203|GO:0046872,"lipid catabolic process|monooxygenase activity|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen|2 iron, 2 sulfur cluster binding|cholesterol metabolic process|metal ion binding",https://www.uniprot.org/uniprotkb/A0A1I4XHE1
A0A1I4XC42,GO:0016020|GO:0015483,membrane|long-chain fatty acid transporting porin activity,https://www.uniprot.org/uniprotkb/A0A1I4XC42
A0A1I4QBL2,GO:0005886|GO:0015293,plasma membrane|symporter activity,https://www.uniprot.org/uniprotkb/A0A1I4QBL2
A0A1I4ULD9,GO:0009279|GO:0006811|GO:0015159|GO:0015288|GO:0046930,cell outer membrane|monoatomic ion transport|polysaccharide transmembrane transporter activity|porin activity|pore complex,https://www.uniprot.org/uniprotkb/A0A1I4ULD9
A0A9E6TBA4,GO:0003729|GO:0005829|GO:0031054,mRNA binding|cytosol|pre-miRNA processing,https://www.uniprot.org/uniprotkb/A0A9E6TBA4
A0A1I4V3P8,GO:0016020|GO:0015772|GO:0015288,membrane|oligosaccharide transport|porin activity,https://www.uniprot.org/uniprotkb/A0A1I4V3P8
A0A1I4NNC6,GO:0008237,metallopeptidase activity,https://www.uniprot.org/uniprotkb/A0A1I4NNC6
A0A1I4U6Y3,GO:0015628|GO:0015627|GO:0005886,protein secretion by the type II secretion system|type II protein secretion system complex|plasma membrane,https://www.uniprot.org/uniprotkb/A0A1I4U6Y3
A0A1I4NMC2,GO:0004029,aldehyde dehydrogenase (NAD+) activity,https://www.uniprot.org/uniprotkb/A0A1I4NMC2
A0A1I4WMH1,GO:0043190|GO:0015184,ATP-binding cassette (ABC) transporter complex|L-cystine transmembrane transporter activity,https://www.uniprot.org/uniprotkb/A0A1I4WMH1
A0A1I4NZ84,GO:0002196|GO:0004812|GO:0005524|GO:0043039|GO:0046872,Ser-tRNA(Ala) hydrolase activity|aminoacyl-tRNA ligase activity|ATP binding|tRNA aminoacylation|metal ion binding,https://www.uniprot.org/uniprotkb/A0A1I4NZ84
A0A1I4R2Q9,GO:0009306|GO:0044781|GO:0005886,protein secretion|bacterial-type flagellum organization|plasma membrane,https://www.uniprot.org/uniprotkb/A0A1I4R2Q9
A0A1I4R4F6,GO:0009425|GO:0071978,bacterial-type flagellum basal body|bacterial-type flagellum-dependent swarming motility,https://www.uniprot.org/uniprotkb/A0A1I4R4F6
A0A1I4X4D5,GO:0003735|GO:0006412|GO:0008097|GO:0022625,structural constituent of ribosome|translation|5S rRNA binding|cytosolic large ribosomal subunit,https://www.uniprot.org/uniprotkb/A0A1I4X4D5
A0A1I4PBV0,GO:0009279|GO:0038023|GO:0015344,cell outer membrane|signaling receptor activity|siderophore uptake transmembrane transporter activity,https://www.uniprot.org/uniprotkb/A0A1I4PBV0
A0A1I4R5E4,GO:0030694|GO:0071978,"bacterial-type flagellum basal body, rod|bacterial-type flagellum-dependent swarming motility",https://www.uniprot.org/uniprotkb/A0A1I4R5E4
A0A1I4V3T4,GO:0005886|GO:0042925,plasma membrane|benzoate transmembrane transporter activity,https://www.uniprot.org/uniprotkb/A0A1I4V3T4
A0A1I4Y4P3,GO:0003677|GO:0006355,DNA binding|regulation of DNA-templated transcription,https://www.uniprot.org/uniprotkb/A0A1I4Y4P3
A0A1I4TWA4,GO:0016020|GO:0016747|GO:0016787|GO:0009103,"membrane|acyltransferase activity, transferring groups other than amino-acyl groups|hydrolase activity|lipopolysaccharide biosynthetic process",https://www.uniprot.org/uniprotkb/A0A1I4TWA4
A0A1I4NYN4,GO:0008812|GO:0050660|GO:0019285,choline dehydrogenase activity|flavin adenine dinucleotide binding|glycine betaine biosynthetic process from choline,https://www.uniprot.org/uniprotkb/A0A1I4NYN4
A0A1I4T4B3,GO:0003723|GO:0006437|GO:0004831|GO:0005829|GO:0005524,RNA binding|tyrosyl-tRNA aminoacylation|tyrosine-tRNA ligase activity|cytosol|ATP binding,https://www.uniprot.org/uniprotkb/A0A1I4T4B3
A0A1I4U6U7,GO:0016887|GO:0015628|GO:0015627|GO:0005886|GO:0005524|GO:0046872,ATP hydrolysis activity|protein secretion by the type II secretion system|type II protein secretion system complex|plasma membrane|ATP binding|metal ion binding,https://www.uniprot.org/uniprotkb/A0A1I4U6U7
A0A1I4S333,GO:0004798|GO:0006227|GO:0006233|GO:0006235|GO:0005829|GO:0005524,thymidylate kinase activity|dUDP biosynthetic process|dTDP biosynthetic process|dTTP biosynthetic process|cytosol|ATP binding,https://www.uniprot.org/uniprotkb/A0A1I4S333
A0A1I4TX45,GO:0016020|GO:0000155|GO:0009927,membrane|phosphorelay sensor kinase activity|histidine phosphotransfer kinase activity,https://www.uniprot.org/uniprotkb/A0A1I4TX45
A0A1I4WRC0,GO:0043565|GO:0003700,sequence-specific DNA binding|DNA-binding transcription factor activity,https://www.uniprot.org/uniprotkb/A0A1I4WRC0
